ID	BoneName	Axis	Weight	IsReferencePoint
pet_marmota_3	Bip001 Neck	0,0,1	0,0,1	
pet_marmota_3	Bip001 L Clavicle	0,0,0	0,0,0	
pet_marmota_3	Bip001 R Clavicle	0,0,0	0,0,0	
pet_marmota_4	Bip001 L Clavicle	0,0,1	0,0,1	
pet_marmota_4	Bip001 R Clavicle	0,0,1	0,0,1	
pet_marmota_4	Bip001 L Forearm	0,0,0	0,0,0	
pet_marmota_4	Bip001 R Forearm	0,0,0	0,0,0	
pet_marmota_5	Bip001 L Clavicle	1,0,0	1,0,0	
pet_marmota_5	Bip001 R Clavicle	1,0,0	1,0,0	
pet_marmota_5	Bip001 L Forearm	0,0,0	0,0,0	
pet_marmota_5	Bip001 R Forearm	0,0,0	0,0,0	
pet_dragon001_1	Bip001 L Thigh	0,1,1	0,1,1	
pet_dragon001_1	Bip001 R Thigh	0,1,1	0,1,1	
pet_dragon001_2	Bip001 Head	0,0,0	0,0,0	
pet_dragon001_2	Bip001 Neck	1,0,0	1,0,0	
pet_dragon001_2	Bip001 L Clavicle	0,0,0	0,0,0	
pet_dragon001_2	Bip001 R Clavicle	0,0,0	0,0,0	
pet_dragon001_3	Bip001 Head	1,1,1	1,1,1	
pet_dragon001_4	Bip001 L Clavicle	0,1,1	0,1,1	
pet_dragon001_4	Bip001 R Clavicle	0,1,1	0,1,1	
pet_dragon001_5	Bip001 L Forearm	0,1,1	0,1,1	
pet_dragon001_5	Bip001 R Forearm	0,1,1	0,1,1	
pet_dragon001_6	Bip001 L Hand	0,1,1	0,1,1	
pet_dragon001_6	Bip001 R Hand	0,1,1	0,1,1	
pet_dragon001_7	bone15	1,1,1	1,1,1	
pet_dragon001_7	bone17	1,1,1	1,1,1	
pet_dragon001_8	bone14	1,1,1	1,1,1	
pet_dragon001_9	bone25	1,1,1	1,1,1	
pet_dragon001_10	bone26	1,1,1	1,1,1	
pet_dragon001_11	bone01	0,1,1	0,1,1	
pet_dragon001_11	bone02	0,1,1	0,0.8,0.8	
pet_dragon001_11	bone03	0,1,1	0,0.6,0.6	
pet_dragon001_11	bone04	0,1,1	0,0.4,0.4	
pet_dragon001_11	bone05	0,1,1	0,0.3,0.3	
pet_dragon001_11	bone06	0,1,1	0,0.2,0.2	
pet_dragon001_11	bone07	0,1,1	0,0.1,0.1	
pet_dragon001_11	bone08	0,1,1	0,0.1,0.1	
pet_dragon001_12	bone21	1,1,1	1,0,-1	
pet_dragon001_12	bone22	1,1,1	1,0,-1	
