ID	model_path	model_texture	skel_name	scale	cloth_level	prop_base_action_normal	prop_base_action_combat	prop_base_action_sp_opp	prop_base_action_debut	prop_base_action_combat_idle	bx	by	bz	billboard_height_offset	interact_height_offset	withdrawable	paste_mode	meat_type	blood_color	angry_color	prop_npc_ms_by_scale	ride_type	dyn_collide_radius	prop_npc_scripts_action
mjh016_000_morphface000			male																					
mjh016_001_morphface000			male																					
mjh016_002_morphface000			male																					
mjh016_100_morphface000			male																					
mjh016_101_morphface000			male																					
mjh016_102_morphface000			male																					
mjh016_200_morphface000			male																					
mjh016_201_morphface000			male																					
mjh016_202_morphface000			male																					
mjh017_000_morphface000			male																					
mjh017_001_morphface000			male																					
mjh017_002_morphface000			male																					
mjh021_000_f000_h021			male																					
mjh021_000_f000_h021_ghost			male																					
mjh021_001_f000_l1																								
mjh021_001_f000_l1_ghost			male																					
mjh021_002_f000_l1																								
mjh021_006_f000_l1																								
mjh021_007_f000_l2			male																					
mjh021_008_f000_l2			male																					
mjh021_bltlyl_000_l1			male																					
mjh021_fydhy_000_l1			male																					
mjh021_fydmf_000_l1			male																					
mjh022_000_morphface000			male																					
mjh022_000_morphface000_ghost			male																					
mjh022_001_morphface000																								
mjh022_002_morphface000			male																					
mjh022_003_morphface000																								
mjh022_004_morphface000																								
mjh022_005_morphface000																								
mjh022_lmglangyao_000_l1																								
mjh023_000_morphface000																								
mjh023_001_morphface000																								
mjh023_002_morphface000																								
mjh023_003_morphface000																								
mjh023_003_uncle_l1																								
mjh023_100_morphface000																								
mjh023_101_morphface000																								
mjh023_102_morphface000																								
mjh023_103_morphface000																								
mjh023_jiaoshezu_000_f000			male																					
mjh023_jiaoshezu_001_f000			male																					
mjh023_jiaoshezu_002_f000			male																					
mjh023_jiaoshezu_003_f000			male																					
mjh023_jiaoshezu_004_f000			male																					
mjh024_000_morphface000			male																					
mjh024_000_morphface000_ghost			male																					
mjh025_001_morphface000			male																purple	purple				
mjh025_002_morphface000			male																purple	purple				
mjh025_003_morphface000			male																purple	purple				
mjh301_000_f000			male																					
mjh301_000_f000_ghost																								
mjh301_000_morphface000			male																					
mjh301_001_f000			male																					
mjh301_001_morphface000			male																					
mjh301_002_f000			male																					
mjh301_002_morphface000			male																					
mjh301_003_f000			male																					
mjh301_003_morphface000			male																					
mjh301_004_f000			male																					
mjh301_004_morphface000			male																					
mjh301_005_f000			male																					
mjh301_005_morphface000			male																					
mjh302_000_f000			male																					
mjh302_000_f000_glare			male																					
mjh302_000_morphface000			male																					
mjh302_001_f000			male																					
mjh302_001_morphface000			male																					
mjh302_002_f000			male																					
mjh302_002_morphface000			male																					
mjh302_003_f000			male																					
mjh302_003_f000_glare			male																					
mjh302_003_morphface000			male																					
mjh302_004_f000			male																					
mjh302_004_morphface000			male																					
mjh302_004_morphface000_ghost			male																					
mjh302_005_f000			male																					
mjh302_005_morphface000			male																					
mjh303_000_f000			male																					
mjh303_000_morphface000			male																					
mjh303_001_f000			male																					
mjh303_001_morphface000			male																					
mjh303_002_f000			male																					
mjh303_002_morphface000			male																					
mjh303_003_f000			male																					
mjh303_003_morphface000			male																					
mjh303_004_f000			male																					
mjh303_004_morphface000			male																					
mjh303_005_f000			male																					
mjh303_005_morphface000			male																					
mjh303_007_f000			male																					
mjh500_000_f000_h001			male													0		布甲软甲						
mjh500_000_f000_h500			male															布甲软甲						
mjh500_000_l1			male															布甲软甲						
mjh500_000_l2			male																					
mjh500_000_redghost			male															元素鬼魂	blue	blue				
mjh500_001_f000_h500			male															布甲软甲						
mjh500_001_l1			male															布甲软甲						
mjh500_001_l1_burned			male																					
mjh500_001_l1_burned_cb			male																					
mjh500_001_l1_burned_dun			male																blue	blue				
mjh500_001_l1_xlw			male																					
mjh500_001_ys			male													0		布甲软甲						
mjh500_002_f000_h500			male																					
mjh500_002_l1			male															布甲软甲						
mjh500_002_l1_changshi			male															元素鬼魂	blue	blue				scripts/actions/jambu_bosses_deathshow.lua
mjh500_002_l2			male																					
mjh500_100_f000_h001			male																green					
mjh500_100_f000_h001_ghost			male															元素鬼魂	blue	blue				
mjh500_100_f000_h500			male															布甲软甲						
mjh500_100_l1			male													0		布甲软甲						
mjh500_100_l2_changshi			male																					scripts/actions/jambu_bosses_deathshow.lua
mjh500_101_f000_h500			male															布甲软甲						
mjh500_101_f000_h600			male																					
mjh500_101_f000_h700			male																					
mjh500_101_l3_changshi			male																					scripts/actions/jambu_bosses_deathshow.lua
mjh500_102_f000_h500			male															布甲软甲						
mjh501_000_f000_h001			male													0		布甲软甲						
mjh501_000_f000_h501			male															布甲软甲						
mjh501_000_f000_h501_blue_ghost			male																					
mjh501_000_f000_h501_changshi			male															元素鬼魂	blue	blue				scripts/actions/jambu_bosses_deathshow.lua
mjh501_000_f000_h501_purple_ghost			male																					
mjh501_000_f000_h501_red_ghost			male															元素鬼魂	blue	blue				
mjh501_000_f000_h501_red_ghost_changshi			male															元素鬼魂	blue	blue				
mjh501_000_h501_l1_changshi			male															元素鬼魂	blue	blue				scripts/actions/jambu_bosses_deathshow.lua
mjh501_000_l1			male													0		布甲软甲						
mjh501_000_l1_blue01			male													0		布甲软甲						
mjh501_000_l1_blue02			male													0		布甲软甲						
mjh501_000_l1_blueghost			male													0		布甲软甲						
mjh501_000_l1_burned			male																					
mjh501_000_l1_changshi			male															元素鬼魂	blue	blue				scripts/actions/jambu_bosses_deathshow.lua
mjh501_000_l1_ghost			male			810	810																	
mjh501_000_l1_ghost2			male																					
mjh501_000_l1_lmg			male																					
mjh501_000_l1_stone			male																					
mjh501_000_l20			male													0		布甲软甲						
mjh501_000_l21			male													0		布甲软甲						
mjh501_001_f000_h501			male													0		布甲软甲						
mjh501_002_f000_h501			male															布甲软甲						
mjh501_002_f000_h501_ghost			male																					
mjh501_002_l1			male													0		布甲软甲						
mjh503_000_f000			male															布甲软甲						
mjh503_001_f000			male															布甲软甲						
mjh503_002d_f000			male																					
mjh503_002d_f000_zwc			male		1																			
mjh504_000_f000_h504			male																					
mjh504_000_f000_h504_ghost			male																					
mjh504_000_f000_h504_m59ghost			male																					
mjh504_000_f000_h504_xlw			male																					
mjh504_000_l1			male															布甲软甲						
mjh504_001_f000_h504			male																					
mjh504_001_f000_h504_xlw			male																					
mjh504_100_f000_h504			male																					
mjh504_101_f000_h003			male															布甲软甲						
mjh504_101_f000_h504			male																					
mjh504_old_000																								
mjh505_000_f000_h505			male															布甲软甲						
mjh505_001_f000_h505			male																					
mjh505_002_f000_h505			male																					
mjh505_100_f000_h505			male																					
mjh505_100_f000_h505_xlw			male																					
mjh505_101_f000_h505			male															布甲软甲						
mjh505_101_l1			male															布甲软甲						
mjh506_000_f000_h506			male																					
mjh507_000_f000_h507			male													0		布甲软甲						
mjh507_000_f000_h507_changshi			male															元素鬼魂	blue	blue				scripts/actions/jambu_bosses_deathshow.lua
mjh507_000_f000_h507_ghost_red			male																					
mjh507_000_f000_h507_lmg3																								
mjh507_000_f000_h507_lmg4																								
mjh507_000_f000_h507_lmg5																								
mjh507_100_f000_h507			male													0		布甲软甲						
mjh507_100_f000_h507_cb308a			male																					
mjh507_100_f000_h507_ghost			male																					
mjh507_100_f000_h507_lmg																								
mjh507_100_f000_h507_lmg1																								
mjh507_100_f000_h507_lmg2			male																					
mjh507_100_f000_h507_lmg3			male																					
mjh507_100_f000_h507_lmgjt			male																					
mjh507_100_f000_h507_m59ghost			male															元素鬼魂	blue	blue				
mjh507_101_f000_h004			male													0		布甲软甲						
mjh507_101_f000_h004_ghost			male															元素鬼魂	blue	blue				
mjh507_101_f000_h005			male													0		金属铠甲						
mjh507_101_f000_h005_ghost			male															元素鬼魂	blue	blue				
mjh507_101_f000_h005_tgshengjie			male																					
mjh507_101_f000_h507			male													0		金属铠甲						
mjh507_101_f000_h507_ghost			male																					
mjh507_200_f000_h001			male													0		金属铠甲						
mjh507_200_f000_h001_ghost			male															元素鬼魂	blue	blue				
mjh507_200_f000_h001_huanying			male																					
mjh507_200_f000_h501			male													0		布甲软甲						
mjh507_200_f000_h501_burned			male																					
mjh507_200_f000_h501_ghost_blue			male																					
mjh507_200_f000_h501_ghost_purple			male															元素鬼魂	blue	blue				
mjh507_200_f000_h501_l1			male													0		布甲软甲						
mjh507_200_f000_lmg			male																					
mjh507_201_f000_h002			male																					
mjh507_201_f000_h003			male													0		布甲软甲						
mjh507_201_f000_h501			male													0		金属铠甲						
mjh507_201_f000_h507			male																					
mjh507_kuijia_m58			male																					
mjh510_000_f000_h510			male																					
mjh510_000_f000_h510_m59ghost			male																					
mjh510_000_f000_h510_m59zhuchi			male															布甲软甲						
mjh510_201_f100_h510			male																					
mjh511_000_f000_h511			male													0		布甲软甲						
mjh511_100_f000_h500			male													0		布甲软甲						
mjh511_100_f000_h501			male													0		布甲软甲						
mjh511_200_f000_h501			male													0		布甲软甲						
mjh511_200_f000_h501_m59			male																					
mjh511_200_f000_h501_snow			male																					
mjh511_200_f100_h501			male													0		布甲软甲						
mjh511_pkln1																								
mjh511_pkln2																								
mjh511_pkln3																								
mjh511_pkln4																								
mjh511_pkln5																								
mjhlmgsr_000_l1																								
mjhsaiba_000_l1			male																					
mjhshudao_000_l1																								
mjhsrp_000_l1			male																					
mjhwinter_mali			male																					
mjhydc_000_l1			male																					
mjhzzn_000_l1			male																					
mjicai_000_l1																								
mjl500_002_l1_smoke502			male															布甲软甲						
mjujincheng_000_l1																								
mjujincheng_014_l1																								
mjujincheng_016_l1																								
mjzj000_000_fskl			male																					
mjzj000_000_l1			male															布甲软甲		purple				
mjzj000_000_l1_blue_ghost			male																					
mjzj000_000_l1_changshi			male																					
mjzj000_000_l1_m59red_ghost			male															元素鬼魂	blue	purple				
mjzj000_000_l1_m59xingshi			male															布甲软甲		purple				
mjzj000_000_l1_red_ghost			male																blue	blue				
mjzj000_000_l20			male															布甲软甲		purple				
mjzj000_000_l30			male															布甲软甲		purple				
mjzj000_000_l30_changshi			male															元素鬼魂	blue	blue				scripts/actions/jambu_bosses_deathshow.lua
mjzj000_000_l30_ghost			male																					
mjzj000_000_l30_m59ghost			male															元素鬼魂	blue	purple				
mjzj000_000_l31																								
mjzj000_001_bmsz			male																					
mjzj000_001_l1			male																					
mjzj000_001_l1_ice			male																					
mjzj000_001_l1_m59red_ghost			male																					
mjzj000_001_l10			male																					
mjzj000_001_l20			male																					
mjzj000_001_l30			male																					
mjzjcanggu_000_l1																								
mjzjhc_000_l1			male		5																			
mjzjhc_000_l1_hy																								
mjzjhc_000_l1_yj																								
mjzjhc_000_l1_young			male																					
mjzjhc_000_l2_m13			male		5																			
mjzjhc_000_l2_weapon			male		5																			
mjzjhc_000_mh_l1			male		5																			
mjzjhc_000_mh_l2																								
mjzjhc_000_mh_l2_boss			male		5						200	200	200											
mjzjzwc_000_l1			male																					
mksd_000_l1			male																					
mkwz_000_l1			male																					
mlcx_000_l1																								
mlcx_000_l1_shadow																								
mlcx_000_l1_withdsj			male																					
mlcx_000_l1_young																								
mlcx_000_l1_young_glare			male																					
mlcx_000_l1_young_shadow																								
mlcx_000_l1_young_shadow3			male																					
mlcx_000_l1_young_boss			male		5						375	375	250					元素鬼魂	golden					
mlhg_jzj_ghost			male																					
mlhg_jzjligui			male																					
mlhg_jzjligui_changshi			male															元素鬼魂	blue	blue				scripts/actions/jambu_bosses_deathshow.lua
mlhg_jzjolder_cs			old																					
mlhg_qdxz_jxz			male																					
mlhg_qdxz_jxz_nodizi			male																					
mlhg000_000_l1			male													0		布甲软甲						
mlhg000_000_l1_ghost			male																					
mlhg000_000_l1_ghostv2			male																					
mlhg000_000_l2			male																					
mlhg000_000_morphface000			male																					
mlhg000_100_morphface000			male																					
mlhg000_morphface000_000_lhg000			male																					
mlhg000_morphface000_100_lhg000			male																					
mlhgcy_000_l1			male																					
mlhgjkh_000_l1			male																					
mlhgjzy_000_l1			male																					
mlhgjzy_ghost			male																					
mlhgmyh_000_l1			male															布甲软甲						
mlhgmyh_000_l2			male																					
mlhgqm_000_l1			male																					
mlhgqm_000_l1_ghost			male																					
mlhgqm_000_l1_young			male																					
mlhs_000_l1			male															布甲软甲						
mlizhao_000_l1																								
mlk_000_test																								
mlk000_000_morphface000																								
mlk000_001_morphface000																								
mlk000_002_morphface000																								
mlk000_003_morphface000																								
mlk000_004_morphface000																								
mlk000_005_morphface000																								
mlk000_006_morphface000																								
mlklql_000_l1																								
mlowbeast_000_l1	characters\flea_mbeast\models\flea_mlowbeast.model		flea_mbeast																green	purple				
mlowbeast_002d_l1			flea_mbeast																					
mlowbeast_002d_l2			flea_mbeast																					
mlowbeast_002d_l21			flea_mlowbeast																					
mlowbeast_002d_l22			flea_mlowbeast																					
mlowbeast_003d_l1			flea_mbeast																					
mly_fenwei1			male																					
mly_fenwei2			male																					
mly000_000_f000_l1			male																					
mly605_000_f000_l1																								
mly606_000_f000_l1			male																					
mlyjyj_000_l1			male																					
mlyks_000_l1																								
mlymyx_000_l1			male																					
mlyqlc_000_l1			male																					
mlyqlc606_000_l1			male																					
mlyqlz_000_l1			male																					
mlyqlz606_000_l1			male																					
mlyqys_000_l1			male																					
mlysl_000_l1			male																					
mlysyf_000_l1			male																					
mlyxy_000_l1																								
mlyys_000_l1																								
mlyyy_000_l1			male																					
mlyyy_000_l2																								
mlyyyg_000_l1			male																					
mlz_000_l1			male																					
mlzwxm_000_l1																								
mmf000_000_f000_h000			male													0		布甲软甲						
mmf000_ghost			male																					
mmf000_morphface000			male																					
mmf601_000_f000_h601			male													0		布甲软甲						
mmf601_morphface000			male																					
mmf602_000_f000_h602			male													0		布甲软甲						
mmf602_morphface000			male																					
mmf603_000_f000_h603			male																					
mmf605_morphface000			male																					
mmfhs_000_l1																								
mmfjh_000_l1																								
mmfjyj_000_l1			male																					
mmfqd_000_l1			male																					
mmfqd_000_l2			male																					
mmfqd_d45_000_l1			male																					
mmfqx_000_l1			male																					
mmfyf_000_l1			male		5																			
mmfyf_000_l2																								
mmfyn_000_l1			male																					
mmfyy_000_hy_l1			male																					
mmiddlebeast_000_l1	characters\flea_mbeast\models\flea_mmiddlebeast.model		flea_mbeast																green	purple				
mmiddlebeast_000_l2			flea_mbeast																					
mmjdz_000_l1			male																					
mmjdz_000_l2			male																					
mmjjxm_000_l1			male																					
mmjymf_000_l1			male													0		布甲软甲						
mmjymf_d45_000_l1			male																					
mmousefire_000_gzw361a_00_l2			male																					
mmousefire_000_gzw361a_01_l2			male																					
mmousefire_000_gzw361b_00_l2			male																					
mmousefire_000_gzw361b_01_l2			male																					
mmousefire_000_l1			male																					
mmousefire_000_l2			male																					
mmousefire_000_l2_ghost			male																					
mmousefire_chiming_000_l3			male																					
mmousefire_dapao_000_l3																								
mmousefire_samen_000_l1																								
mmousefire_suiguang_000_l1			male																					
mmxg_001_l2			male																					
mmzcangwei_000_l1																								
mmzyfg_000_fake_l1			male																					
mmzyfg_000_l1			male																					
mmzyks_000_l1																								
mnaga_001a_boss			mnaga																					
mnaga_a_000_l1			mnaga															金属铠甲						
mnaga_a_000_l1_fire			mnaga															金属铠甲						
mnaga_a_000_l1_fire_with_sd			mnaga															金属铠甲						
mnaga_a_000_l2			mnaga															金属铠甲						
mnaga_a_000_l21			mnaga															金属铠甲						
mnaga_a_000_l21_ghost			mnaga															金属铠甲						
mnaga_a_000_l3			mnaga																					
mnaga_a_001_l1			mnaga															金属铠甲						
mnaga_a_002_l1			mnaga															金属铠甲						
mnaga_a_003_l1			mnaga															金属铠甲						
mnaga_a_004_l1_boss			mnaga																					
mnaga_b_000_l1			mnaga																					
mnaga_b_001_l1			mnaga																					
mnaga_b_002_l1			mnaga																					
mnaga_b_003_l1			mnaga																					
mnaga_b_004_l1_boss			mnaga																					
mnewyearshop_000_l1			male																					
mnj001_000_l1			male																					
mnj001_000_l2_player			male																					
mnj001_000_wzdw			male																					
mnj001_001_l1			male																					
mnj001_001_l2_player			male																					
mnj001_002_l2_player			male																					
monsterTest_ball			ball															元素鬼魂	blue	blue				
monsterTest_bmy			bmy															坚硬石质	golden					
monsterTest_boar			boar																					
monsterTest_dark1			dark1_dark															元素鬼魂	blue	blue	1			
monsterTest_earth			earth2_earth2															沙土石质	golden					
monsterTest_earth1			earth1_earth															沙土石质	golden					
monsterTest_fatghost			fatghost															元素鬼魂	blue	blue				
monsterTest_fire1			fire1_fire															坚硬石质	golden					
monsterTest_fire2			fire2															坚硬石质	golden					
monsterTest_fpiranha			fpiranha															布甲软甲						
monsterTest_hornet			hornet																green					
monsterTest_khajiit			khajiit																					
monsterTest_kolinsky			kolinsky														2							
monsterTest_lantern			lantern	0.1														布甲软甲	blue	blue				
monsterTest_light			light2_light2															元素鬼魂	blue	blue				scripts/actions/disable_guazai_ondeath_default.lua
monsterTest_mpiranha			mpiranha																					
monsterTest_raccon			raccoon_liangqu																					
monsterTest_spider			spider														4		green					scripts/actions/default.lua
monsterTest_tentacle			tentacle															木头质地	golden					scripts/actions/default.lua
monsterTest_tentacle_000_l2			tentacle															木头质地	golden					scripts/actions/default.lua
monsterTest_thinghost			thinghost											30				元素鬼魂	blue	blue				
monsterTest_turtle			tortoise_turtle																					
monsterTest_water			water1_water															元素鬼魂	blue	blue				scripts/actions/default.lua
monsterTest_wood1			wood1_wood															木头质地	golden					
monsterTest_zombie			zombie																green	purple				
mooncake	models/item/mooncake.model																							
mouse_fire_000_l1			mouse_fire																					
mouse_fire_000_xjl																								
mpds_l1_ghost			male																					
mplayer_m14_ghost			male																					
mqdmyg_000_l1			male																					
mqdxz_004_l1			male													0		布甲软甲						
mqdxz_004_l1_ghost			male																					
mqdxz_004_l1_lhg			male																					
mqdxz_004_l11			male																					
mqdxz_004_l12			male																					
mqdxznx_000_l1			male																					
mqlzmsq_000_l1			male																					
mqlzmwsh_000_l1			male																					
mrishenxizhong_000_l1			male															布甲软甲	golden	golden				
mrlt_000_l1			male																					
msaren_000_l1																								
msaren_000_l1_normal			male																					
msd_001_l1			male													0		布甲软甲						
msd_boss			male																					
mshsj_000_l1			male																					
msm000_000_f000_h000			male													0		布甲软甲						
msm000_morphface000			male																					
msm000_morphface001			male																					
msm601_000_f000_h001			male													0		布甲软甲						
msm601_000_f000_h601			male													0		布甲软甲						
msm601_000_f000_h601_wuqi			male																					
msm601_morphface000			male																					
msm602_000_f000_h602			male													0		布甲软甲						
msm602_morphface000			male																					
msm603_000_f000_h603			male																					
msmfl_000_l1			male																					
msmfl_000_l1_young			male																					
msmfl_d45_000_l1			male																					
msmjyj_000_l1			male																					
fsmjyj_000_l1			female																					
msmlql_000_l1			male																					
msmmyc_000_l1			male													0								
msmmyc_000_l1_young			male																					
msmyg_000_l1_young			male																					
msmzy_jyc_000_l1			male																					
msoul_000_l1	characters/fatghost/models/fatghost_msoul.model	characters/fatghost/textures/fatghost_msoul_000d.dds	fatghost								150	150	275			0		元素鬼魂	purple	purple				
msoul_000_l1_blue_ghost			fatghost								150	150	275					元素鬼魂	blue	blue				
msoul_000_l1_enstatite			fatghost															元素鬼魂	blue	blue				
msoul_000_l1_ghost			fatghost								150	150	275			0	2	元素鬼魂	blue	blue				
msoul_000_l1_nightmare			fatghost								150	150	275					元素鬼魂	blue	purple				
msoul_000_l1_red_ghost			fatghost								150	150	275					元素鬼魂	blue	blue				
msoul_000_l20			fatghost								150	150	275					元素鬼魂	purple	purple				
msoul_000_l20_nightmare			fatghost								150	150	275					元素鬼魂	blue	blue				
msoul_000_l20_nightmare_1			fatghost																					
msoul_000_l21			fatghost								150	150	275					元素鬼魂	blue	blue				
msoul_000_l21_decay			fatghost								150	150	275					元素鬼魂	blue	purple				
msoul_000_l21_fire			fatghost								150	150	275					元素鬼魂	blue	red				
msoul_000_l21_yuri			fatghost								150	150	275					元素鬼魂	blue	blue				
msoul_000_l22			fatghost																					
msoul_000_l23_enstatile			fatghost																					
msoul_001_l1	characters/fatghost/models/fatghost_msoul.model	characters/fatghost/textures/fatghost_msoul_001d.dds	fatghost								150	150	275			0		元素鬼魂	blue	blue				
msp_000_l1			male																					
msp_000_l2			male																					
msp_000_l3			male																					
mspmusicman_000_l1																								
mspqdxz_000_l1																								
mspwelcome_000_l1																								
msrc_000_l1	characters/mpiranha/models/mpiranha_msrc.model		mpiranha																					
msrc_000_l20			mpiranha																					
msrc_000_l20_changshi			mpiranha															元素鬼魂	blue	blue				scripts/actions/jambu_bosses_deathshow.lua
msrc_000_l21			mpiranha																					
msrc_000_l21_ghost			mpiranha																					
msrc_000_l22			mpiranha																blue	blue				
msrc_000_l23_ghost			mpiranha																					
msrc_000_l30			mpiranha																					
msrc_000_l30_BigBang			mpiranha																					
msrc_000_l31			mpiranha																					
msrc_001_l1			mpiranha																					
msrc_001_l20			mpiranha																					
msrc_001_l30			mpiranha																					
msrc_001_l30_changshi			mpiranha																					scripts/actions/jambu_bosses_deathshow.lua
msrc_001_l31			mpiranha																					
msrc_001_l32			mpiranha																					
msrc_002_l1			mpiranha																					
msrc_002_l20			mpiranha																					
msrc_002_l30			mpiranha																					
msrc_002_l31			mpiranha																					
msxy_000_l1			male													0								
msy_000_l1			male																					
msy_000_l1_ghost			male																					
msydt_000_l1_changshi			male															元素鬼魂	blue	blue				scripts/actions/jambu_bosses_deathshow.lua
msydt_changning			male																					
msydt_changyue			male																					
msydt_hy			male																					
msydt_hy_wujianxia			male																					
msydt_yc_000_l1			male																					
msydt_yc_100_l1			male																					
msydt_yuchenjun_l1																								
msydt000_000_f000			male																					
msydt000_000_f000_h000			male													0		布甲软甲						
msydt000_000_f000_h000_ghost			male																					
msydt000_000_f000_h200_soul			male															布甲软甲						
msydt000_000_morphface000			male																					
msydt000_001_f000			male																					
msydt000_001_f000_h000			male													0		布甲软甲						
msydt000_001_morphface000			male																					
msydt000_100_f000			male																					
msydt000_100_f000_ghost			male																					
msydt000_100_f000_h000			male													0		布甲软甲						
msydt000_100_f000_h000a			male																					
msydt000_100_morphface000			male																					
msydt000_200_f000			male																					
msydt000_200_f000_h000a			male													0		布甲软甲						
msydt000_200_morphface000			male																					
msydt000_300_f000			male																					
msydt000_300_f000_h000a			male															布甲软甲						
msydt000_300_morphface000			male																					
msydt000_sxylz_l1																								
msydt000_sxylz_l2			male																					
msydt001_000_f000			male																					
msydt001_000_morphface000			male																					
msydt001_100_f000			male																					
msydt001_100_morphface000			male																					
msydt202_000_morphface000			male																					
msydt202_100_morphface000			male																					
msydtmwy_000_l1			male																					
msydtmwy_000_l1_featherfan			male																					
msydtqqg_001_l1			male																					
msydtqqg_001_l2			male																					
msydtqqg_001_l3																								
msydtqqg_001_l4			male																					
msydtsmb_000_l1			male																					
msydtsmb_000_l1_young																								
msydtthg_000_l1			male																					
msydtthg_200_l1			male																					
msydtyj_000_l1			male																					
msydtyy_000_l1																								
mtg000_000_f000_h000			male													0		布甲软甲						
mtg000_bigbrother			male																					
mtg000_morphface000			male																					
mtg601_000_f000_h601			male													0		布甲软甲						
mtg601_000_f000_h601_wuqi			male																					
mtg601_000_f000_h601_l2			male													0		布甲软甲						
mtg601_morphface000			male																					
mtg602_000_f000_h602			male													0		布甲软甲						
mtg602_morphface000			male																					
mtg603_000_f000_h603			male																					
mtg604_morphface000																								
mtg606_000_morphface000			male																					
mtghr_000_l1			male																					
mtgjyj_000_l1			male																					
mtglm_000_l1			male			129																		
mtgqy_000_l1			male																					
mtgqy_000_l2			male																					
mtgqy_000_l3			male																					
mtgqy_d45_000_l1			male																					
mtgsm_000_l1			male																					
mtgtw_000_l1			male		5																			
mtgwdt_000_l1			male																					
mtgwms_000_l1			male																					
mtgycy_ghost_000_l1			male																					
mtgyfg_000_hy_l1			male																					
mtgytx_000_l1			male													0		布甲软甲						
mtgytx_000_l1_young			male																					
mtgytx_000_l2			male													0		布甲软甲						
mtgytx_d45_000_l1			male																					
mthg_000_l1			male																					
mthgjkh_000_l1			male																					
mthgsc_000_l1																								
mthgxrj_000_l1			male																					
mtight_bx_00_guard_jinwei_head03			mtight															金属铠甲	golden					
mtight_bx_00_guard_jinwei_head03_blackhair			mtight															金属铠甲	golden					
mtight_bx_00_guard_jinwei_head14			mtight															金属铠甲	golden					
mtight_bx_00_guard_jinwei_head36			mtight															金属铠甲	golden					
mtight_bx_00_guard_jinweia			mtight															金属铠甲	golden					
mtight_bx_00_guard_jinweia_blackhair			mtight															金属铠甲	golden					
mtight_bx_01_guard_jinwei_head03			mtight															金属铠甲	golden					
mtight_bx_01_guard_jinwei_head03_blackhair			mtight															金属铠甲	golden					
mtight_bx_01_guard_jinwei_head14			mtight																					
mtight_bx_01_guard_jinwei_head36			mtight															金属铠甲	golden					
mtight_bx_01_guard_jinweia			mtight																					
mtight_bx_01_guard_jinweia_blackhair			mtight															金属铠甲	golden					
mtight_bx_01_guard_jinweib			mtight																					
mtight_bx_01_guard_jinweic			mtight																					
mtight_bx_01_guard_yinglei																								
mtj000_000_f000			male																					
mtj000_000_f000_h000			male													0		布甲软甲						
mtj000_000_morphface000			male																					
mtj000_100_f000			male																					
mtj000_100_f000_h000a			male													0		布甲软甲						
mtj000_100_f000_h000d			male																					
mtj000_100_f000_h005			male																					
mtj000_100_h005_ghost			male																					
mtj000_100_morphface000			male																					
mtjdfl_000_l1			male																					
mtjjc14_000_l1			male																					
mtjlty_000_l1																								
mtjyfx_000_l1			male																					
mtjyfx_000_l1_shadow			male																					
mtxj000_000_f000			male																					
mtxj000_000_f000_h001			male															布甲软甲						
mtxj000_000_f000_h001_jmb			male																					
mtxj000_000_f000_h001_m60			male																					
mtxj000_000_f000_m60			male																					
mtxj000_000_f032_h009			male																					
mtxj000_000_l1_changshi			male															元素鬼魂	blue	blue				scripts/actions/jambu_bosses_deathshow.lua
mtxj000_100_f000			male																					
mtxj000_100_f000_ghost			male																					
mtxj000_100_morphface000			male																					
mtxj000_200_f000			male															布甲软甲						
mtxj000_200_morphface000			male																					
mtxj000_300_f000			male															布甲软甲						
mtxj000_300_f000_h001			male																					
mtxj000_300_morphface000			male																					
mtxj000_jiaoshezu_000_f000_h001			male																					
mtxj001_000_f000			male																					
mtxj001_000_morphface000			male																					
mtxj001_100_f000			male																					
mtxj001_100_morphface000			male																					
mtxj300_000_f000			male																					
mtxj300_jiaoshezu_000_f000																								
mtxj400_000_morphface000																								
mtxj400_001_morphface000																								
mtxj400_001_morphface000_player			male																					
mtxjache_000_l1			male																					
mtxjboy_000_l1																								
mtxjdyf_000_l1			male																					
mtxjfql_000_l1			male																					
mtxjfql_000_l1_nocap			male																					
mtxjfql_sanshishu_jiayuan																								
mtxjfql_sanshishu_jiayuan2																								
mtxjfql_sanshishu_jiayuan3																								
mtxjfql_sanshishu_touying																								
mtxjgx_000_l1			male																					
mtxjgyt_000_l1			male																					
mtxjjkj_000_l1			male																					
mtxjjmb_000_l1			male																					
mtxjld_000_l1			male																					
mtxjlhz_000_l1																								
mtxjlsy_000_l1			male																					
mtxjlsy_000_l2			male																					
mtxjlsy_000_l3																								
mtxjmangzun_000_l1																								
mtxjmyz_000_l1			male																					
mtxjshyd_001_l1			male																					
mtxjsw_000_l1			male															布甲软甲						
mtxjwhd_000_l1			male																					
mtxjwm_000_l1			male																					
mtxjwm_000_l2			male																					
mtxjwm_000_l3			male																					
mtxjwm_000_l3_noweapon			male																					
mtxjwm_000_l4																								
mtxjwm_101_015d_l3_noweapon																								
mtxjwm_101_l3_noweapon																								
mtxjyzx_000_l1			male																					
mwdf_000_l1			male																					
mwpj_000_l1			male															布甲软甲						
mwr_000_l1			male															布甲软甲	blue	blue				
mwr_000_l2			male																					scripts/actions/yewang_trans_zombie.lua
mwr_000_l21			male																					
mwr_000_l22			male																					
mwr_000_l23			male																					
mwr_000_l23_ghost			male																					
mwr_000_l3			male																					
mwr_000_l5																								
mwr_001_l3			male																					
mwr_002_l2																								
mwr_004_l2			male																					
