ID	model_path	model_texture	model_parts	model_priority
luoli_gzw1010_010	models/pendant/gzw/gzw1010.model	models/pendant/gzw/Textures/gzw1010_010d.dds	10	9
luoli_gzw1010_011	models/pendant/gzw/gzw1010.model	models/pendant/gzw/Textures/gzw1010_011d.dds	10	9
luoli_swz001_head	characters/luoli/models/luoli_swz_head001.model		3	
luoli_swz002_head	characters/luoli/models/luoli_swz_head002.model		3	
luoli_gzw315_002	models/pendant/gzw/gzw315.model	models/pendant/gzw/Textures/gzw315_001_001d.dds	10	9
luoli_gzw1043			10	9
luoli_wz401_body_other			5#6#7	8
luoli_wz401_body_001d_other			5#6#7	8
luoli_wz401_body_002d_other			5#6#7	8
luoli_wz401_body_003d_other			5#6#7	8
luoli_wz306_head			3	
luoli_wz306_body			5#6#7	8
luoli_wz307_head			3	
luoli_wz307_body			5#6#7	8
luoli_wz601_head			3	
luoli_wz601_body			5#6#7	8
luoli_gzw1059	models/pendant/gzw/gzw1059.model		10	9
luoli_wz305_head_000d			3	
luoli_wz305_body_000d			5#6#7	8
luoli_wz305_head_001d			3	
luoli_wz305_body_001d			5#6#7	8
luoli_wz305_head_002d			3	
luoli_wz305_body_002d			5#6#7	8
luoli_wz305_head_003d			3	
luoli_wz305_body_003d			5#6#7	8
luoli_wz313_head_000d			3	
luoli_wz313_body_000d			5#6#7	8
luoli_wz313_head_001d			3	
luoli_wz313_body_001d			5#6#7	8
luoli_wz313_head_002d			3	
luoli_wz313_body_002d			5#6#7	8
luoli_wz313_head_003d			3	
luoli_wz313_body_003d			5#6#7	8
luoli_wz307_head_000d			3	
luoli_wz307_body_000d			5#6#7	8
luoli_wz307_head_001d			3	
luoli_wz307_body_001d			5#6#7	8
luoli_wz307_head_002d			3	
luoli_wz307_body_002d			5#6#7	8
luoli_wz307_head_003d			3	
luoli_wz307_body_003d			5#6#7	8
luoli_wz306_head_000d			3	
luoli_wz306_body_000d			5#6#7	8
luoli_wz306_head_001d			3	
luoli_wz306_body_001d			5#6#7	8
luoli_wz306_head_002d			3	
luoli_wz306_body_002d			5#6#7	8
luoli_wz306_head_003d			3	
luoli_wz306_body_003d			5#6#7	8
luoli_wz402_head_001d			3	
luoli_wz402_body_001d			5#6#7	8
luoli_wz402_head_002d			3	
luoli_wz402_body_002d			5#6#7	8
luoli_wz402_head_003d			3	
luoli_wz402_body_003d			5#6#7	8
luoli_wz401_head_001d			3	
luoli_wz401_body_001d			5#6#7	8
luoli_wz401_head_002d			3	
luoli_wz401_body_002d			5#6#7	8
luoli_wz401_head_003d			3	
luoli_wz401_body_003d			5#6#7	8
luoli_wz202_head_000d			3	
luoli_wz202_body_000d			5#6#7	8
luoli_wz202_head_001d			3	
luoli_wz202_body_001d			5#6#7	8
luoli_wz202_head_002d			3	
luoli_wz202_body_002d			5#6#7	8
luoli_wz202_head_003d			3	
luoli_wz202_body_003d			5#6#7	8
luoli_wz201_head_000d			3	
luoli_wz201_body_000d			5#6#7	8
luoli_wz201_head_001d			3	
luoli_wz201_body_001d			5#6#7	8
luoli_wz201_head_002d			3	
luoli_wz201_body_002d			5#6#7	8
luoli_wz201_head_003d			3	
luoli_wz201_body_003d			5#6#7	8
luoli_wz004_head_000d			3	
luoli_wz004_body_000d			5#6#7	8
luoli_wz004_head_001d			3	
luoli_wz004_body_001d			5#6#7	8
luoli_gzw1057	models/pendant/gzw/gzw1057.model		4	9
luoli_gzw1058	models/pendant/gzw/gzw1058.model		4	9
luoli_gzw1060	models/pendant/gzw/gzw1060.model		11	9
luoli_gzw1061	models/pendant/gzw/gzw1061.model		10	9
luoli_gzw1062	models/pendant/gzw/gzw1062.model		13	9
luoli_gzw1063	models/pendant/gzw/gzw1063.model		10	9
luoli_gzw1064	models/pendant/gzw/gzw1064.model		11	9
luoli_gzw1065	models/pendant/gzw/gzw1065.model		10	9
luoli_gzw1066	models/pendant/gzw/gzw1066.model		2	9
luoli_gzw1067	models/pendant/gzw/gzw1067.model		12	9
luoli_gzw1010_012	models/pendant/gzw/gzw1010.model	models/pendant/gzw/Textures/gzw1010_012d.dds	10	9
luoli_gzw1068	models/pendant/gzw/gzw1068.model		10	9
luoli_gzw1069	models/pendant/gzw/gzw1069.model		10	9
luoli_gzw1070			12	9
luoli_gzw1071	models/pendant/gzw/gzw1071.model		10	9
luoli_gzw1051			10	9
luoli_gzw1051_002			10	9
luoli_gzw1051_003			10	9
luoli_gzw1051_other			10	9
luoli_gzw1051_002_other			10	9
luoli_gzw1051_003_other			10	9
luoli_gzw1073	models/pendant/gzw/gzw1073.model		11	9
luoli_gzw1074			10	9
luoli_wz605_head			3	
luoli_wz605_body			5#6#7	8
luoli_wz605_head_001d			3	
luoli_wz605_head_002d			3	
luoli_wz002a_leg	characters/luoli/models/luoli_wz002a_leg.model		7	
luoli_gzw1075	models/pendant/gzw/gzw1075.model		9	9
luoli_gzw1076	models/pendant/gzw/gzw1076.model		8	9
luoli_gzw1083			11	9
luoli_gzw1083_001			13	9
luoli_gzw1083_other			11	9
luoli_gzw1083_001_other			13	9
luoli_gzw1072	models/pendant/gzw/gzw1072.model	models/pendant/gzw/Textures/gzw1072_001d.dds	11	9
luoli_wz606_head_000d			3	
luoli_wz606_head_001d			3	
luoli_wz606_head_002d			3	
luoli_wz606_head_000d_other			3	
luoli_wz606_head_001d_other			3	
luoli_wz606_head_002d_other			3	
luoli_sydt200_arm_000d	characters/luoli/models/luoli_sydt000_arm.model		6	
luoli_sydt200_body_000d	characters/luoli/models/luoli_sydt000_body.model		5	
luoli_sydt200_head_000d	characters/luoli/models/luoli_sydt000_head.model		3	
luoli_sydt200_leg_000d	characters/luoli/models/luoli_sydt000_leg.model		7	
luoli_txj300_arm_000d	characters/luoli/models/luoli_txj000_arm.model		6	
luoli_txj300_body_000d	characters/luoli/models/luoli_txj000_body.model		5	
luoli_txj300_head_000d	characters/luoli/models/luoli_txj000_head.model		3	
luoli_txj300_leg_000d	characters/luoli/models/luoli_txj000_leg.model		7	
luoli_gzw1082			2	9
luoli_gzw1082_001			2	9
luoli_gzw1082_other			2	9
luoli_gzw1082_001_other			2	9
luoli_gzw1077	models/pendant/gzw/gzw1077.model		10	9
luoli_gzw1078	models/pendant/gzw/gzw1078.model		10	9
luoli_gzw1079	models/pendant/gzw/gzw1079.model		10	9
luoli_gzw1080	models/pendant/gzw/gzw1080.model		2	9
luoli_gzw1081			2	9
luoli_gzw1081_other			2	9
luoli_gzw1084			10	9
luoli_gzw1085	models/pendant/gzw/gzw1085.model		10	9
luoli_gzw1086	models/pendant/gzw/gzw1086.model		11	9
luoli_gzw1087			10	9
luoli_gzw1088			10	9
luoli_gzw1089			2	9
luoli_wz319_head_000d			3	
luoli_wz319_body_000d			5#6#7	8
luoli_wz319_head_001d			3	
luoli_wz319_body_001d			5#6#7	8
luoli_wz319_head_002d			3	
luoli_wz319_body_002d			5#6#7	8
luoli_wz319_head_003d			3	
luoli_wz319_body_003d			5#6#7	8
luoli_wz319_body_000d_other			5#6#7	8
luoli_wz319_body_001d_other			5#6#7	8
luoli_wz319_body_002d_other			5#6#7	8
luoli_wz319_body_003d_other			5#6#7	8
luoli_wz319_body_000d_form02			5#6#7	8
luoli_wz319_body_001d_form02			5#6#7	8
luoli_wz319_body_002d_form02			5#6#7	8
luoli_wz319_body_003d_form02			5#6#7	8
luoli_wz319_body_000d_form02_other			5#6#7	8
luoli_wz319_body_001d_form02_other			5#6#7	8
luoli_wz319_body_002d_form02_other			5#6#7	8
luoli_wz319_body_003d_form02_other			5#6#7	8
luoli_gzw1200	models/pendant/gzw/gzw1200.model	models/pendant/gzw/Textures/gzw1200_000d.dds	10	9
luoli_gzw1201	models/pendant/gzw/gzw1201.model		10	9
luoli_gzw1090a			2	9
luoli_gzw1091a			2	9
luoli_gzw1090a_other			2	9
luoli_gzw1091a_other			2	9
luoli_gzw1090			3	9
luoli_gzw1091			3	9
luoli_gzw1090_other			3	9
luoli_gzw1091_other			3	9
luoli_yg_001_000	models/pendant/weapon/fishing_rod_001.model	models/pendant/weapon/Textures/fishing_rod_001_000d.dds	10	9
luoli_yg_002_000	models/pendant/weapon/fishing_rod_001.model	models/pendant/weapon/Textures/fishing_rod_001_001d.dds	10	9
luoli_yg_003_000			10	9
luoli_yg_004_000			10	9
luoli_yg_005_000			10	9
luoli_wz402_head_004d			3	
luoli_gzw1202	models/pendant/gzw/gzw1202.model		10	9
luoli_gzw1096	models/pendant/gzw/gzw1096.model		10	9
luoli_gzw1101	models/pendant/gzw/gzw1101.model		10	9
luoli_gzw1310	models/pendant/gzw/gzw1310.model		10	9
female_wz603_head			3	
female_wz603_body			5#6#7	8
male_wz603_head			3	
male_wz603_body			5#6#7	8
luoli_wz603_head			3	
luoli_wz603_body			5#6#7	8
luoli_ys000_head_000d	characters/luoli/models/luoli_ys000_head.model		3	
luoli_ys000_body_000d	characters/luoli/models/luoli_ys000_body.model	characters/luoli/textures/luoli_ys000_body_000d.dds	5	
luoli_ys000_arm_000d	characters/luoli/models/luoli_ys000_arm.model	characters/luoli/textures/luoli_ys000_arm_000d.dds	6	
luoli_ys000_leg_000d	characters/luoli/models/luoli_ys000_leg.model	characters/luoli/textures/luoli_ys000_leg_000d.dds	7	
female_mf605_arm	characters/female/models/female_mf605_arm.model		6	
female_mf605_body	characters/female/models/female_mf605_body.model		5	
female_mf605_head	characters/female/models/female_mf605_head.model		3	
female_mf605_leg	characters/female/models/female_mf605_leg.model		7	
male_mf605_arm	characters/male/models/male_mf605_arm.model		6	
male_mf605_body	characters/male/models/male_mf605_body.model		5	
male_mf605_head	characters/male/models/male_mf605_head.model		3	
male_mf605_leg	characters/male/models/male_mf605_leg.model		7	
female_sm605_arm	characters/female/models/female_sm605_arm.model		6	
female_sm605_body	characters/female/models/female_sm605_body.model		5	
female_sm605_head	characters/female/models/female_sm605_head.model		3	
female_sm605_leg	characters/female/models/female_sm605_leg.model		7	
male_sm605_arm	characters/male/models/male_sm605_arm.model		6	
male_sm605_body	characters/male/models/male_sm605_body.model		5	
male_sm605_head	characters/male/models/male_sm605_head.model		3	
male_sm605_leg	characters/male/models/male_sm605_leg.model		7	
female_tg605_arm	characters/female/models/female_tg605_arm.model		6	
female_tg605_body	characters/female/models/female_tg605_body.model		5	
female_tg605_head	characters/female/models/female_tg605_head.model		3	
female_tg605_leg	characters/female/models/female_tg605_leg.model		7	
male_tg605_arm	characters/male/models/male_tg605_arm.model		6	
male_tg605_body	characters/male/models/male_tg605_body.model		5	
male_tg605_head	characters/male/models/male_tg605_head.model		3	
male_tg605_leg	characters/male/models/male_tg605_leg.model		7	
female_zf605_arm	characters/female/models/female_zf605_arm.model		6	
female_zf605_body	characters/female/models/female_zf605_body.model		5	
female_zf605_head	characters/female/models/female_zf605_head.model		3	
female_zf605_leg	characters/female/models/female_zf605_leg.model		7	
male_zf605_arm	characters/male/models/male_zf605_arm.model		6	
male_zf605_body	characters/male/models/male_zf605_body.model		5	
male_zf605_head	characters/male/models/male_zf605_head.model		3	
male_zf605_leg	characters/male/models/male_zf605_leg.model		7	
female_yj605_arm	characters/female/models/female_yj605_arm.model		6	
female_yj605_body	characters/female/models/female_yj605_body.model		5	
female_yj605_head	characters/female/models/female_yj605_head.model		3	
female_yj605_leg	characters/female/models/female_yj605_leg.model		7	
male_yj605_arm	characters/male/models/male_yj605_arm.model		6	
male_yj605_body	characters/male/models/male_yj605_body.model		5	
male_yj605_head	characters/male/models/male_yj605_head.model		3	
male_yj605_leg	characters/male/models/male_yj605_leg.model		7	
female_zy605_arm	characters/female/models/female_zy605_arm.model		6	
female_zy605_body	characters/female/models/female_zy605_body.model		5	
female_zy605_head	characters/female/models/female_zy605_head.model		3	
female_zy605_leg	characters/female/models/female_zy605_leg.model		7	
male_zy605_arm	characters/male/models/male_zy605_arm.model		6	
male_zy605_body	characters/male/models/male_zy605_body.model		5	
male_zy605_head	characters/male/models/male_zy605_head.model		3	
male_zy605_leg	characters/male/models/male_zy605_leg.model		7	
female_mf606_arm	characters/female/models/female_mf606_arm.model		6	
female_mf606_body	characters/female/models/female_mf606_body.model		5	
female_mf606_head	characters/female/models/female_mf606_head.model		3	
female_mf606_leg	characters/female/models/female_mf606_leg.model		7	
male_mf606_arm	characters/male/models/male_mf606_arm.model		6	
male_mf606_body	characters/male/models/male_mf606_body.model		5	
male_mf606_head	characters/male/models/male_mf606_head.model		3	
male_mf606_leg	characters/male/models/male_mf606_leg.model		7	
female_sm606_arm	characters/female/models/female_sm606_arm.model		6	
female_sm606_body	characters/female/models/female_sm606_body.model		5	
female_sm606_head	characters/female/models/female_sm606_head.model		3	
female_sm606_leg	characters/female/models/female_sm606_leg.model		7	
male_sm606_arm	characters/male/models/male_sm606_arm.model		6	
male_sm606_body	characters/male/models/male_sm606_body.model		5	
male_sm606_head	characters/male/models/male_sm606_head.model		3	
male_sm606_leg	characters/male/models/male_sm606_leg.model		7	
female_tg606_arm	characters/female/models/female_tg606_arm.model		6	
female_tg606_body	characters/female/models/female_tg606_body.model		5	
female_tg606_head	characters/female/models/female_tg606_head.model		3	
female_tg606_leg	characters/female/models/female_tg606_leg.model		7	
male_tg606_arm	characters/male/models/male_tg606_arm.model		6	
male_tg606_body	characters/male/models/male_tg606_body.model		5	
male_tg606_head	characters/male/models/male_tg606_head.model		3	
male_tg606_leg	characters/male/models/male_tg606_leg.model		7	
female_zf606_arm	characters/female/models/female_zf606_arm.model		6	
female_zf606_body	characters/female/models/female_zf606_body.model		5	
female_zf606_head	characters/female/models/female_zf606_head.model		3	
female_zf606_leg	characters/female/models/female_zf606_leg.model		7	
male_zf606_arm	characters/male/models/male_zf606_arm.model		6	
male_zf606_body	characters/male/models/male_zf606_body.model		5	
male_zf606_head	characters/male/models/male_zf606_head.model		3	
male_zf606_leg	characters/male/models/male_zf606_leg.model		7	
female_yj606_arm	characters/female/models/female_yj606_arm.model		6	
female_yj606_body	characters/female/models/female_yj606_body.model		5	
female_yj606_head	characters/female/models/female_yj606_head.model		3	
female_yj606_leg	characters/female/models/female_yj606_leg.model		7	
male_yj606_arm	characters/male/models/male_yj606_arm.model		6	
male_yj606_body	characters/male/models/male_yj606_body.model		5	
male_yj606_head	characters/male/models/male_yj606_head.model		3	
male_yj606_leg	characters/male/models/male_yj606_leg.model		7	
female_zy606_arm	characters/female/models/female_zy606_arm.model		6	
female_zy606_body	characters/female/models/female_zy606_body.model		5	
female_zy606_head			3	
female_zy606_leg	characters/female/models/female_zy606_leg.model		7	
male_zy606_arm	characters/male/models/male_zy606_arm.model		6	
male_zy606_body	characters/male/models/male_zy606_body.model		5	
male_zy606_head	characters/male/models/male_zy606_head.model		3	
male_zy606_leg	characters/male/models/male_zy606_leg.model		7	
female_jh015_arm_000d	characters/female/models/female_jh015_arm.model	characters/female/textures/female_jh015_arm_000d.dds	6	
female_jh015_arm_001d	characters/female/models/female_jh015_arm.model	characters/female/textures/female_jh015_arm_001d.dds	6	
female_jh015_arm_002d	characters/female/models/female_jh015_arm.model	characters/female/textures/female_jh015_arm_002d.dds	6	
female_jh015_arm_100d			6	
female_jh015_arm_101d			6	
female_jh015_arm_102d			6	
female_jh015_arm_200d	characters/female/models/female_jh015_arm.model	characters/female/textures/female_jh015_arm_200d.dds	6	
female_jh015_arm_201d	characters/female/models/female_jh015_arm.model	characters/female/textures/female_jh015_arm_201d.dds	6	
female_jh015_arm_202d	characters/female/models/female_jh015_arm.model	characters/female/textures/female_jh015_arm_202d.dds	6	
female_jh015_body_000d	characters/female/models/female_jh015_body.model	characters/female/textures/female_jh015_body_000d.dds	5	
female_jh015_body_001d	characters/female/models/female_jh015_body.model	characters/female/textures/female_jh015_body_001d.dds	5	
female_jh015_body_002d	characters/female/models/female_jh015_body.model	characters/female/textures/female_jh015_body_002d.dds	5	
female_jh015_body_100d			5	
female_jh015_body_101d			5	
female_jh015_body_102d			5	
female_jh015_body_200d	characters/female/models/female_jh015_body.model	characters/female/textures/female_jh015_body_200d.dds	5	
female_jh015_body_201d	characters/female/models/female_jh015_body.model	characters/female/textures/female_jh015_body_201d.dds	5	
female_jh015_body_202d	characters/female/models/female_jh015_body.model	characters/female/textures/female_jh015_body_202d.dds	5	
female_jh015_head_000d	characters/female/models/female_jh015_head000.model	characters/female/textures/female_jh015_head000_000d.dds	3	
female_jh015_head_001d	characters/female/models/female_jh015_head000.model	characters/female/textures/female_jh015_head000_001d.dds	3	
female_jh015_head_002d	characters/female/models/female_jh015_head000.model	characters/female/textures/female_jh015_head000_002d.dds	3	
female_jh015_head_100d			3	
female_jh015_head_101d			3	
female_jh015_head_102d			3	
female_jh015_head_200d	characters/female/models/female_jh015_head000.model	characters/female/textures/female_jh015_head000_000d.dds	3	
female_jh015_head_201d	characters/female/models/female_jh015_head000.model	characters/female/textures/female_jh015_head000_001d.dds	3	
female_jh015_head_202d	characters/female/models/female_jh015_head000.model	characters/female/textures/female_jh015_head000_002d.dds	3	
female_jh015_leg_000d	characters/female/models/female_jh015_leg.model	characters/female/textures/female_jh015_leg_000d.dds	7	
female_jh015_leg_001d	characters/female/models/female_jh015_leg.model	characters/female/textures/female_jh015_leg_001d.dds	7	
female_jh015_leg_002d	characters/female/models/female_jh015_leg.model	characters/female/textures/female_jh015_leg_002d.dds	7	
female_jh015_leg_100d			7	
female_jh015_leg_101d			7	
female_jh015_leg_102d			7	
female_jh015_leg_200d	characters/female/models/female_jh015_leg.model	characters/female/textures/female_jh015_leg_200d.dds	7	
female_jh015_leg_201d	characters/female/models/female_jh015_leg.model	characters/female/textures/female_jh015_leg_201d.dds	7	
female_jh015_leg_202d	characters/female/models/female_jh015_leg.model	characters/female/textures/female_jh015_leg_202d.dds	7	
male_jh015_arm_000d	characters/male/models/male_jh015_arm.model	characters/male/textures/male_jh015_arm_000d.dds	6	
male_jh015_arm_001d	characters/male/models/male_jh015_arm.model	characters/male/textures/male_jh015_arm_001d.dds	6	
male_jh015_arm_002d	characters/male/models/male_jh015_arm.model	characters/male/textures/male_jh015_arm_002d.dds	6	
male_jh015_arm_100d	characters/male/models/male_jh015_arm.model	characters/male/textures/male_jh015_arm_100d.dds	6	
male_jh015_arm_101d	characters/male/models/male_jh015_arm.model	characters/male/textures/male_jh015_arm_101d.dds	6	
male_jh015_arm_102d	characters/male/models/male_jh015_arm.model	characters/male/textures/male_jh015_arm_102d.dds	6	
male_jh015_arm_200d	characters/male/models/male_jh015_arm.model	characters/male/textures/male_jh015_arm_200d.dds	6	
male_jh015_arm_201d	characters/male/models/male_jh015_arm.model	characters/male/textures/male_jh015_arm_201d.dds	6	
male_jh015_arm_202d	characters/male/models/male_jh015_arm.model	characters/male/textures/male_jh015_arm_202d.dds	6	
male_jh015_body_000d	characters/male/models/male_jh015_body.model	characters/male/textures/male_jh015_body_000d.dds	5	
male_jh015_body_001d	characters/male/models/male_jh015_body.model	characters/male/textures/male_jh015_body_001d.dds	5	
male_jh015_body_002d	characters/male/models/male_jh015_body.model	characters/male/textures/male_jh015_body_002d.dds	5	
male_jh015_body_100d			5	
male_jh015_body_101d			5	
male_jh015_body_102d			5	
male_jh015_body_200d	characters/male/models/male_jh015_body.model	characters/male/textures/male_jh015_body_200d.dds	5	
male_jh015_body_201d	characters/male/models/male_jh015_body.model	characters/male/textures/male_jh015_body_201d.dds	5	
male_jh015_body_202d	characters/male/models/male_jh015_body.model	characters/male/textures/male_jh015_body_202d.dds	5	
male_jh015_head_000d	characters/male/models/male_jh015_head000.model	characters/male/textures/male_jh015_head000_000d.dds	3	
male_jh015_head_001d	characters/male/models/male_jh015_head000.model	characters/male/textures/male_jh015_head000_000d.dds	3	
male_jh015_head_002d	characters/male/models/male_jh015_head000.model	characters/male/textures/male_jh015_head000_000d.dds	3	
male_jh015_head_100d	characters/male/models/male_jh015_head100.model	characters/male/textures/male_jh015_head100_000d.dds	3	
male_jh015_head_101d	characters/male/models/male_jh015_head100.model	characters/male/textures/male_jh015_head100_000d.dds	3	
male_jh015_head_102d	characters/male/models/male_jh015_head100.model	characters/male/textures/male_jh015_head100_000d.dds	3	
male_jh015_head_200d	characters/male/models/male_jh015_head000.model	characters/male/textures/male_jh015_head000_000d.dds	3	
male_jh015_head_201d	characters/male/models/male_jh015_head000.model	characters/male/textures/male_jh015_head000_000d.dds	3	
male_jh015_head_202d	characters/male/models/male_jh015_head000.model	characters/male/textures/male_jh015_head000_000d.dds	3	
male_jh015_leg_000d	characters/male/models/male_jh015_leg.model	characters/male/textures/male_jh015_leg_000d.dds	7	
male_jh015_leg_001d	characters/male/models/male_jh015_leg.model	characters/male/textures/male_jh015_leg_001d.dds	7	
male_jh015_leg_002d	characters/male/models/male_jh015_leg.model	characters/male/textures/male_jh015_leg_002d.dds	7	
male_jh015_leg_100d	characters/male/models/male_jh015_leg.model	characters/male/textures/male_jh015_leg_100d.dds	7	
male_jh015_leg_101d	characters/male/models/male_jh015_leg.model	characters/male/textures/male_jh015_leg_101d.dds	7	
male_jh015_leg_102d	characters/male/models/male_jh015_leg.model	characters/male/textures/male_jh015_leg_102d.dds	7	
male_jh015_leg_200d	characters/male/models/male_jh015_leg.model	characters/male/textures/male_jh015_leg_200d.dds	7	
male_jh015_leg_201d	characters/male/models/male_jh015_leg.model	characters/male/textures/male_jh015_leg_201d.dds	7	
male_jh015_leg_202d	characters/male/models/male_jh015_leg.model	characters/male/textures/male_jh015_leg_202d.dds	7	
luoli_jh015_arm_000d	characters/luoli/models/luoli_jh015_arm.model	characters/luoli/textures/luoli_jh015_arm_000d.dds	6	
luoli_jh015_arm_001d	characters/luoli/models/luoli_jh015_arm.model	characters/luoli/textures/luoli_jh015_arm_001d.dds	6	
luoli_jh015_arm_002d	characters/luoli/models/luoli_jh015_arm.model	characters/luoli/textures/luoli_jh015_arm_002d.dds	6	
luoli_jh015_arm_100d			6	
luoli_jh015_arm_101d			6	
luoli_jh015_arm_102d			6	
luoli_jh015_arm_200d	characters/luoli/models/luoli_jh015_arm.model	characters/luoli/textures/luoli_jh015_arm_200d.dds	6	
luoli_jh015_arm_201d	characters/luoli/models/luoli_jh015_arm.model	characters/luoli/textures/luoli_jh015_arm_201d.dds	6	
luoli_jh015_arm_202d	characters/luoli/models/luoli_jh015_arm.model	characters/luoli/textures/luoli_jh015_arm_202d.dds	6	
luoli_jh015_body_000d	characters/luoli/models/luoli_jh015_body.model	characters/luoli/textures/luoli_jh015_body_000d.dds	5	
luoli_jh015_body_001d	characters/luoli/models/luoli_jh015_body.model	characters/luoli/textures/luoli_jh015_body_001d.dds	5	
luoli_jh015_body_002d	characters/luoli/models/luoli_jh015_body.model	characters/luoli/textures/luoli_jh015_body_002d.dds	5	
luoli_jh015_body_100d			5	
luoli_jh015_body_101d			5	
luoli_jh015_body_102d			5	
luoli_jh015_body_200d	characters/luoli/models/luoli_jh015_body.model	characters/luoli/textures/luoli_jh015_body_200d.dds	5	
luoli_jh015_body_201d	characters/luoli/models/luoli_jh015_body.model	characters/luoli/textures/luoli_jh015_body_201d.dds	5	
luoli_jh015_body_202d	characters/luoli/models/luoli_jh015_body.model	characters/luoli/textures/luoli_jh015_body_202d.dds	5	
luoli_jh015_head_000d	characters/luoli/models/luoli_jh015_head000.model	characters/luoli/textures/luoli_jh015_head000_000d.dds	3	
luoli_jh015_head_001d	characters/luoli/models/luoli_jh015_head000.model	characters/luoli/textures/luoli_jh015_head000_001d.dds	3	
luoli_jh015_head_002d	characters/luoli/models/luoli_jh015_head000.model	characters/luoli/textures/luoli_jh015_head000_002d.dds	3	
luoli_jh015_head_100d			3	
luoli_jh015_head_101d			3	
luoli_jh015_head_102d			3	
luoli_jh015_head_200d	characters/luoli/models/luoli_jh015_head000.model	characters/luoli/textures/luoli_jh015_head000_100d.dds	3	
luoli_jh015_head_201d	characters/luoli/models/luoli_jh015_head000.model	characters/luoli/textures/luoli_jh015_head000_101d.dds	3	
luoli_jh015_head_202d	characters/luoli/models/luoli_jh015_head000.model	characters/luoli/textures/luoli_jh015_head000_102d.dds	3	
luoli_jh015_leg_000d	characters/luoli/models/luoli_jh015_leg.model	characters/luoli/textures/luoli_jh015_leg_000d.dds	7	
luoli_jh015_leg_001d	characters/luoli/models/luoli_jh015_leg.model	characters/luoli/textures/luoli_jh015_leg_001d.dds	7	
luoli_jh015_leg_002d	characters/luoli/models/luoli_jh015_leg.model	characters/luoli/textures/luoli_jh015_leg_002d.dds	7	
luoli_jh015_leg_100d			7	
luoli_jh015_leg_101d			7	
luoli_jh015_leg_102d			7	
luoli_jh015_leg_200d	characters/luoli/models/luoli_jh015_leg.model	characters/luoli/textures/luoli_jh015_leg_200d.dds	7	
luoli_jh015_leg_201d	characters/luoli/models/luoli_jh015_leg.model	characters/luoli/textures/luoli_jh015_leg_201d.dds	7	
luoli_jh015_leg_202d	characters/luoli/models/luoli_jh015_leg.model	characters/luoli/textures/luoli_jh015_leg_202d.dds	7	
female_jh016_arm_000d	characters/female/models/female_jh016_arm.model	characters/female/textures/female_jh016_arm_000d.dds	6	
female_jh016_arm_001d	characters/female/models/female_jh016_arm.model	characters/female/textures/female_jh016_arm_001d.dds	6	
female_jh016_arm_002d	characters/female/models/female_jh016_arm.model	characters/female/textures/female_jh016_arm_002d.dds	6	
female_jh016_arm_100d	characters/female/models/female_jh016_arm.model	characters/female/textures/female_jh016_arm_100d.dds	6	
female_jh016_arm_101d	characters/female/models/female_jh016_arm.model	characters/female/textures/female_jh016_arm_101d.dds	6	
female_jh016_arm_102d	characters/female/models/female_jh016_arm.model	characters/female/textures/female_jh016_arm_102d.dds	6	
female_jh016_arm_200d	characters/female/models/female_jh016_arm.model	characters/female/textures/female_jh016_arm_200d.dds	6	
female_jh016_arm_201d	characters/female/models/female_jh016_arm.model	characters/female/textures/female_jh016_arm_201d.dds	6	
female_jh016_arm_202d	characters/female/models/female_jh016_arm.model	characters/female/textures/female_jh016_arm_202d.dds	6	
female_jh016_body_000d	characters/female/models/female_jh016_body.model	characters/female/textures/female_jh016_body_000d.dds	5	
female_jh016_body_001d	characters/female/models/female_jh016_body.model	characters/female/textures/female_jh016_body_001d.dds	5	
female_jh016_body_002d	characters/female/models/female_jh016_body.model	characters/female/textures/female_jh016_body_002d.dds	5	
female_jh016_body_100d	characters/female/models/female_jh016_body.model	characters/female/textures/female_jh016_body_100d.dds	5	
female_jh016_body_101d	characters/female/models/female_jh016_body.model	characters/female/textures/female_jh016_body_101d.dds	5	
female_jh016_body_102d	characters/female/models/female_jh016_body.model	characters/female/textures/female_jh016_body_102d.dds	5	
female_jh016_body_200d	characters/female/models/female_jh016_body.model	characters/female/textures/female_jh016_body_200d.dds	5	
female_jh016_body_201d	characters/female/models/female_jh016_body.model	characters/female/textures/female_jh016_body_201d.dds	5	
female_jh016_body_202d	characters/female/models/female_jh016_body.model	characters/female/textures/female_jh016_body_202d.dds	5	
female_jh016_head_000d	characters/female/models/female_jh016_head000.model	characters/female/textures/female_jh016_head000_000d.dds	3	
female_jh016_head_001d	characters/female/models/female_jh016_head000.model	characters/female/textures/female_jh016_head000_001d.dds	3	
female_jh016_head_002d	characters/female/models/female_jh016_head000.model	characters/female/textures/female_jh016_head000_002d.dds	3	
female_jh016_head_100d	characters/female/models/female_jh016_head000.model	characters/female/textures/female_jh016_head000_000d.dds	3	
female_jh016_head_101d	characters/female/models/female_jh016_head000.model	characters/female/textures/female_jh016_head000_001d.dds	3	
female_jh016_head_102d	characters/female/models/female_jh016_head000.model	characters/female/textures/female_jh016_head000_002d.dds	3	
female_jh016_head_200d	characters/female/models/female_jh016_head200.model	characters/female/textures/female_jh016_head200_000d.dds	3	
female_jh016_head_201d	characters/female/models/female_jh016_head200.model	characters/female/textures/female_jh016_head200_001d.dds	3	
