ID	model_path	model_texture	local_scale	weapon_type	model_parts	model_priority
hh038a_004	models/pendant/weapon/hh038a.model	models/pendant/weapon/Textures/hh038a_004d.dds		yf		
hh038a_005	models/pendant/weapon/hh038a.model	models/pendant/weapon/Textures/hh038a_005d.dds		yf		
hh039a_000				yf		
hh039a_001				yf		
hh039a_002				yf		
hh039a_003				yf		
hh039a_004				yf		
hh039a_005				yf		
hh040a_000				yf		
hh044a_000				yf		
hh048a_000				yf		
hh048a_001				yf		
hh301a_000				yf		
hh601a_000	models/pendant/weapon/hh601a.model			yf		
hh602a_000	models/pendant/weapon/hh602a.model			yf		
hrg000a_000				zx		
hrg000a_000_1				zx		
hrg001a_000				zx		
hrg001a_000_1				zx		
hrg002a_000				zx		
hrg002a_000_1				zx		
hrg037a_000				zx		
hrg037a_000_1				zx		
hrg037a_001				zx		
hrg037a_001_1				zx		
hrg037a_002				zx		
hrg037a_002_1				zx		
hrg037a_003				zx		
hrg037a_003_1				zx		
hrg037a_004				zx		
hrg037a_004_1				zx		
hrg037a_005				zx		
hrg037a_005_1				zx		
hrg038a_000				zx		
hrg038a_000_1				zx		
hrg038a_001				zx		
hrg038a_001_1				zx		
hrg038a_002				zx		
hrg038a_002_1				zx		
hrg038a_003				zx		
hrg038a_003_1				zx		
hrg038a_004				zx		
hrg038a_004_1				zx		
hrg038a_005				zx		
hrg038a_005_1				zx		
hrg039a_000				zx		
hrg039a_000_1				zx		
hrg039a_001				zx		
hrg039a_001_1				zx		
hrg039a_002				zx		
hrg039a_002_1				zx		
hrg039a_003				zx		
hrg039a_003_1				zx		
hrg039a_004				zx		
hrg039a_004_1				zx		
hrg039a_005				zx		
hrg039a_005_1				zx		
hrg039a_006				zx		
hrg039a_006_1				zx		
hrg039a_007				zx		
hrg039a_007_1				zx		
hrg040a_000				zx		
hrg040a_000_1				zx		
hrg044a_000				zx		
hrg044a_000_1				zx		
hrg048a_000				zx		
hrg048a_000_1				zx		
hrg048a_001				zx		
hrg048a_001_1				zx		
hrg601a_000				zx		
hrg601a_000_1				zx		
hrg602a_000				zx		
hrg602a_000_1				zx		
jian				cd		
ld000a_000	models/pendant/weapon/ld000a.model	models/pendant/weapon/Textures/ld000a_000d.dds		zy		
ld000a_001	models/pendant/weapon/ld000a.model	models/pendant/weapon/Textures/ld000a_001d.dds		zy		
ld000a_001_cb	models/pendant/weapon/ld000a.model	models/pendant/weapon/Textures/ld000a_001d.dds		cb		
ld000a_002	models/pendant/weapon/ld000a.model	models/pendant/weapon/Textures/ld000a_002d.dds		zy		
ld000a_003	models/pendant/weapon/ld000a.model	models/pendant/weapon/Textures/ld000a_003d.dds		zy		
ld001a_000	models/pendant/weapon/ld001a.model	models/pendant/weapon/Textures/ld001a_000d.dds		zy		
ld001a_001	models/pendant/weapon/ld001a.model	models/pendant/weapon/Textures/ld001a_001d.dds		zy		
ld001a_002	models/pendant/weapon/ld001a.model	models/pendant/weapon/Textures/ld001a_002d.dds		zy		
ld001a_003	models/pendant/weapon/ld001a.model	models/pendant/weapon/Textures/ld001a_003d.dds		zy		
ld001a_004	models/pendant/weapon/ld001a.model	models/pendant/weapon/Textures/ld001a_004d.dds		zy		
ld002a_000	models/pendant/weapon/ld002a.model	models/pendant/weapon/Textures/ld002a_000d.dds		zy		
ld002a_001	models/pendant/weapon/ld002a.model	models/pendant/weapon/Textures/ld002a_001d.dds		zy		
ld002a_001_cb	models/pendant/weapon/ld002a.model	models/pendant/weapon/Textures/ld002a_001d.dds		cb		
ld002a_002	models/pendant/weapon/ld002a.model	models/pendant/weapon/Textures/ld002a_002d.dds		zy		
ld002a_003	models/pendant/weapon/ld002a.model	models/pendant/weapon/Textures/ld002a_003d.dds		zy		
ld002a_004	models/pendant/weapon/ld002a.model	models/pendant/weapon/Textures/ld002a_004d.dds		zy		
ld003a_000	models/pendant/weapon/ld003a.model	models/pendant/weapon/Textures/ld003a_000d.dds		zy		
ld003a_001	models/pendant/weapon/ld003a.model	models/pendant/weapon/Textures/ld003a_001d.dds		zy		
ld003a_001d	models/pendant/weapon/ld003a.model	models/pendant/weapon/Textures/ld003a_001d.dds		ld		
ld003a_001d_cb	models/pendant/weapon/ld003a.model	models/pendant/weapon/Textures/ld003a_001d.dds		cb		
ld003a_002	models/pendant/weapon/ld003a.model	models/pendant/weapon/Textures/ld003a_002d.dds		zy		
ld003a_002d	models/pendant/weapon/ld003a.model	models/pendant/weapon/Textures/ld003a_002d.dds		ld		
ld003a_003	models/pendant/weapon/ld003a.model	models/pendant/weapon/Textures/ld003a_003d.dds		zy		
ld003a_003d	models/pendant/weapon/ld003a.model	models/pendant/weapon/Textures/ld003a_003d.dds		ld		
ld003a_004	models/pendant/weapon/ld003a.model	models/pendant/weapon/Textures/ld003a_004d.dds		zy		
ld003a_004d	models/pendant/weapon/ld003a.model	models/pendant/weapon/Textures/ld003a_004d.dds		ld		
ld004a_000	models/pendant/weapon/ld004a.model	models/pendant/weapon/Textures/ld004a_000d.dds		zy		
ld004a_001	models/pendant/weapon/ld004a.model	models/pendant/weapon/Textures/ld004a_001d.dds		zy		
ld004a_002	models/pendant/weapon/ld004a.model	models/pendant/weapon/Textures/ld004a_002d.dds		zy		
ld004a_003	models/pendant/weapon/ld004a.model	models/pendant/weapon/Textures/ld004a_003d.dds		zy		
ld004a_004	models/pendant/weapon/ld004a.model	models/pendant/weapon/Textures/ld004a_004d.dds		zy		
ld005a_000	models/pendant/weapon/ld005a.model	models/pendant/weapon/Textures/ld005a_000d.dds		zy		
ld005a_001	models/pendant/weapon/ld005a.model	models/pendant/weapon/Textures/ld005a_001d.dds		zy		
ld005a_002	models/pendant/weapon/ld005a.model	models/pendant/weapon/Textures/ld005a_002d.dds		zy		
ld005a_003	models/pendant/weapon/ld005a.model	models/pendant/weapon/Textures/ld005a_003d.dds		zy		
ld005a_004	models/pendant/weapon/ld005a.model	models/pendant/weapon/Textures/ld005a_004d.dds		zy		
ld006a_000	models/pendant/weapon/ld006a.model	models/pendant/weapon/Textures/ld006a_000d.dds		zy		
ld006a_001	models/pendant/weapon/ld006a.model	models/pendant/weapon/Textures/ld006a_001d.dds		zy		
ld006a_002	models/pendant/weapon/ld006a.model	models/pendant/weapon/Textures/ld006a_002d.dds		zy		
ld007a_000	models/pendant/weapon/ld007a.model	models/pendant/weapon/Textures/ld007a_000d.dds		zy		
ld007a_001	models/pendant/weapon/ld007a.model	models/pendant/weapon/Textures/ld007a_001d.dds		zy		
ld007a_002	models/pendant/weapon/ld007a.model	models/pendant/weapon/Textures/ld007a_002d.dds		zy		
ld008a_000	models/pendant/weapon/ld008a.model	models/pendant/weapon/Textures/ld008a_000d.dds		zy		
ld008a_001	models/pendant/weapon/ld008a.model	models/pendant/weapon/Textures/ld008a_001d.dds		zy		
ld008a_002	models/pendant/weapon/ld008a.model	models/pendant/weapon/Textures/ld008a_002d.dds		zy		
ld009a_000	models/pendant/weapon/ld009a.model	models/pendant/weapon/Textures/ld009a_000d.dds		zy		
ld009a_001	models/pendant/weapon/ld009a.model	models/pendant/weapon/Textures/ld009a_001d.dds		zy		
ld009a_002	models/pendant/weapon/ld009a.model	models/pendant/weapon/Textures/ld009a_002d.dds		zy		
ld009a_002_ds			1.1	ds		
ld009b_000				ld		
ld010a_000	models/pendant/weapon/ld010a.model	models/pendant/weapon/Textures/ld010a_000d.dds		zy		
ld010a_000orange				zy		
ld010a_001	models/pendant/weapon/ld010a.model	models/pendant/weapon/Textures/ld010a_001d.dds		zy		
ld010a_001_cb	models/pendant/weapon/ld010a.model	models/pendant/weapon/Textures/ld010a_001d.dds		cb		
ld010a_001orange				zy		
ld011a_000	models/pendant/weapon/ld011a.model	models/pendant/weapon/Textures/ld011a_000d.dds		zy		
ld011a_000orange				zy		
ld011a_001	models/pendant/weapon/ld011a.model	models/pendant/weapon/Textures/ld011a_001d.dds		zy		
ld011a_001orange				zy		
ld012a_000	models/pendant/weapon/ld012a.model	models/pendant/weapon/Textures/ld012a_000d.dds		zy		
ld013a_000	models/pendant/weapon/ld013a.model	models/pendant/weapon/Textures/ld013a_000d.dds		zy		
ld014a_000	models/pendant/weapon/ld014a.model	models/pendant/weapon/Textures/ld014a_000d.dds		zy		
ld015a_000				zy		
ld020a_000	models/pendant/weapon/ld020a.model	models/pendant/weapon/Textures/ld020a_000d.dds		zy		
ld020a_001	models/pendant/weapon/ld020a.model	models/pendant/weapon/Textures/ld020a_001d.dds		zy		
ld020a_002	models/pendant/weapon/ld020a.model	models/pendant/weapon/Textures/ld020a_002d.dds		zy		
ld020a_003	models/pendant/weapon/ld020a.model	models/pendant/weapon/Textures/ld020a_003d.dds		zy		
ld021a_000				zy		
ld021a_001				zy		
ld021a_002				zy		
ld021a_003				zy		
ld022a_000				zy		
ld023a_000	models/pendant/weapon/ld023a.model	models/pendant/weapon/Textures/ld023a_000d.dds		zy		
ld023a_001	models/pendant/weapon/ld023a.model	models/pendant/weapon/Textures/ld023a_001d.dds		zy		
ld023a_002	models/pendant/weapon/ld023a.model	models/pendant/weapon/Textures/ld023a_002d.dds		zy		
ld023a_003	models/pendant/weapon/ld023a.model	models/pendant/weapon/Textures/ld023a_003d.dds		zy		
ld024a_000	models/pendant/weapon/ld024a.model	models/pendant/weapon/Textures/ld024a_000d.dds		zy		
ld024a_001	models/pendant/weapon/ld024a.model	models/pendant/weapon/Textures/ld024a_001d.dds		zy		
ld024a_002	models/pendant/weapon/ld024a.model	models/pendant/weapon/Textures/ld024a_002d.dds		zy		
ld024a_003	models/pendant/weapon/ld024a.model	models/pendant/weapon/Textures/ld024a_003d.dds		zy		
ld025a_000				zy		
ld025a_001	models/pendant/weapon/ld025a.model	models/pendant/weapon/Textures/ld025a_001d.dds		zy		
ld025a_002	models/pendant/weapon/ld025a.model	models/pendant/weapon/Textures/ld025a_002d.dds		zy		
ld025a_003	models/pendant/weapon/ld025a.model	models/pendant/weapon/Textures/ld025a_003d.dds		zy		
ld025a_004	models/pendant/weapon/ld025a.model	models/pendant/weapon/Textures/ld025a_004d.dds		zy		
ld025a_005	models/pendant/weapon/ld025a.model	models/pendant/weapon/Textures/ld025a_005d.dds		zy		
ld030a_000				zy		
ld030a_001				zy		
ld031a_000				zy		
ld032a_000	models/pendant/weapon/ld032a.model	models/pendant/weapon/Textures/ld032a_000d.dds		zy		
ld032a_001	models/pendant/weapon/ld032a.model	models/pendant/weapon/Textures/ld032a_001d.dds		zy		
ld032a_002	models/pendant/weapon/ld032a.model	models/pendant/weapon/Textures/ld032a_002d.dds		zy		
ld032a_003	models/pendant/weapon/ld032a.model	models/pendant/weapon/Textures/ld032a_003d.dds		zy		
ld032a_004	models/pendant/weapon/ld032a.model	models/pendant/weapon/Textures/ld032a_004d.dds		zy		
ld036a_000				zy		
ld036a_001				zy		
ld037a_000	models/pendant/weapon/ld037a.model	models/pendant/weapon/Textures/ld037a_000d.dds		zy		
ld037a_001	models/pendant/weapon/ld037a.model	models/pendant/weapon/Textures/ld037a_001d.dds		zy		
ld037a_002				zy		
ld037a_003	models/pendant/weapon/ld037a.model	models/pendant/weapon/Textures/ld037a_003d.dds		zy		
ld037a_004				zy		
ld037a_005	models/pendant/weapon/ld037a.model	models/pendant/weapon/Textures/ld037a_005d.dds		zy		
ld038a_000				zy		
ld038a_001	models/pendant/weapon/ld038a.model	models/pendant/weapon/Textures/ld038a_001d.dds		zy		
ld038a_002	models/pendant/weapon/ld038a.model	models/pendant/weapon/Textures/ld038a_002d.dds		zy		
ld038a_003				zy		
ld038a_004	models/pendant/weapon/ld038a.model	models/pendant/weapon/Textures/ld038a_004d.dds		zy		
ld038a_005	models/pendant/weapon/ld038a.model	models/pendant/weapon/Textures/ld038a_005d.dds		zy		
ld039a_000	models/pendant/weapon/ld039a.model	models/pendant/weapon/Textures/ld039a_000d.dds		zy		
ld039a_001	models/pendant/weapon/ld039a.model	models/pendant/weapon/Textures/ld039a_001d.dds		zy		
ld039a_002	models/pendant/weapon/ld039a.model	models/pendant/weapon/Textures/ld039a_002d.dds		zy		
ld039a_003	models/pendant/weapon/ld039a.model	models/pendant/weapon/Textures/ld039a_003d.dds		zy		
ld039a_004	models/pendant/weapon/ld039a.model	models/pendant/weapon/Textures/ld039a_004d.dds		zy		
ld039a_005	models/pendant/weapon/ld039a.model	models/pendant/weapon/Textures/ld039a_005d.dds		zy		
ld040a_000				zy		
ld044a_000				zy		
ld048a_000				zy		
ld048a_001				zy		
ld300a_000	models/pendant/weapon/ld300a.model	models/pendant/weapon/Textures/ld300a_000d.dds		ld		
ld301_001				ld		
ld301_002	models/pendant/weapon/ld301.model	models/pendant/weapon/Textures/ld300a_000d.dds		ld		
ld302_001						
ld302_002						
ld303a_000	models/pendant/weapon/ld303a.model	models/pendant/weapon/Textures/ld303a_000d.dds		ld		
ld601a_000	models/pendant/weapon/ld601a.model	models/pendant/weapon/Textures/ld601a_000d.dds		zy		
ld602a_000	models/pendant/weapon/ld602a.model			zy		
light_502_newyear_l1						
light_502_newyear_l2						
light_502_newyear_l3						
mz301a_000	models/pendant/weapon/mz301a.model	models/pendant/weapon/Textures/mz301a_000d.dds		mz		
mz302a_000	models/pendant/weapon/mz302a.model	models/pendant/weapon/Textures/mz302a_000d.dds		mz		
mz303a_000	models/pendant/weapon/mz303a.model	models/pendant/weapon/Textures/mz303a_000d.dds		mz		
mz304a_000	models/pendant/weapon/mz304a.model	models/pendant/weapon/Textures/mz304a_000d.dds		mz		
mz304a_001	models/pendant/weapon/mz304a.model	models/pendant/weapon/Textures/mz304a_001d.dds		mz		
mz304a_002	models/pendant/weapon/mz304a.model	models/pendant/weapon/Textures/mz304a_002d.dds		mz		
mz304a_002_ghost				mz		
mz304a_003	models/pendant/weapon/mz304a.model	models/pendant/weapon/Textures/mz304a_003d.dds		mz		
mz304a_004	models/pendant/weapon/mz304a.model	models/pendant/weapon/Textures/mz304a_004d.dds		mz		
mz305a_000	models/pendant/weapon/mz305a.model			mz		
nil_cb	characters/nil/models/nil.model			cb		
nil_claw	characters/nil/models/nil.model			cl		
nil_ds	characters/nil/models/nil.model			ds		
nil_ds02	characters/nil/models/nil.model			ds02		
nil_ds038a_000				nil		
nil_ds039a_000				nil		
nil_ds040a_000				nil		
nil_fz	characters/nil/models/nil.model			fz		
nil_ks	characters/nil/models/nil.model			ks		
nil_ks01	characters/nil/models/nil.model			ks01		
nil_ks02	characters/nil/models/nil.model			ks02		
nil_mz	characters/nil/models/nil.model			mz		
nil_qr	characters/nil/models/nil.model			qr		
nil_qt	characters/nil/models/nil.model			qt		
nil_sd	characters/nil/models/nil.model			sd		
nil_sh	characters/nil/models/nil.model			sh		
nil_tg	characters/nil/models/nil.model			tg		
nil_gn	characters/nil/models/nil.model			gn		
qin000a_000	models/pendant/weapon/qin000a.model	models/pendant/weapon/Textures/qin000a_000d.dds		mf		
qin000a_001	models/pendant/weapon/qin000a.model	models/pendant/weapon/Textures/qin000a_001d.dds		mf		
qin000a_002	models/pendant/weapon/qin000a.model	models/pendant/weapon/Textures/qin000a_002d.dds		mf		
qin000a_003	models/pendant/weapon/qin000a.model	models/pendant/weapon/Textures/qin000a_003d.dds		mf		
qin001a_000	models/pendant/weapon/qin001a.model	models/pendant/weapon/Textures/qin001a_000d.dds		mf		
qin001a_001	models/pendant/weapon/qin001a.model	models/pendant/weapon/Textures/qin001a_001d.dds		mf		
qin001a_002	models/pendant/weapon/qin001a.model	models/pendant/weapon/Textures/qin001a_002d.dds		mf		
qin001a_003	models/pendant/weapon/qin001a.model	models/pendant/weapon/Textures/qin001a_003d.dds		mf		
qin001a_004	models/pendant/weapon/qin001a.model	models/pendant/weapon/Textures/qin001a_004d.dds		mf		
qin002a_000	models/pendant/weapon/qin002a.model	models/pendant/weapon/Textures/qin002a_000d.dds		mf		
qin002a_001	models/pendant/weapon/qin002a.model	models/pendant/weapon/Textures/qin002a_001d.dds		mf		
qin002a_002	models/pendant/weapon/qin002a.model	models/pendant/weapon/Textures/qin002a_002d.dds		mf		
qin002a_003	models/pendant/weapon/qin002a.model	models/pendant/weapon/Textures/qin002a_003d.dds		mf		
qin002a_004	models/pendant/weapon/qin002a.model	models/pendant/weapon/Textures/qin002a_004d.dds		mf		
qin003a_000	models/pendant/weapon/qin003a.model	models/pendant/weapon/Textures/qin003a_000d.dds		mf		
qin003a_001	models/pendant/weapon/qin003a.model	models/pendant/weapon/Textures/qin003a_001d.dds		mf		
qin003a_002	models/pendant/weapon/qin003a.model	models/pendant/weapon/Textures/qin003a_002d.dds		mf		
qin003a_003	models/pendant/weapon/qin003a.model	models/pendant/weapon/Textures/qin003a_003d.dds		mf		
qin003a_004	models/pendant/weapon/qin003a.model	models/pendant/weapon/Textures/qin003a_004d.dds		mf		
qin004a_000	models/pendant/weapon/qin004a.model	models/pendant/weapon/Textures/qin004a_000d.dds		mf		
qin004a_001	models/pendant/weapon/qin004a.model	models/pendant/weapon/Textures/qin004a_001d.dds		mf		
qin004a_002	models/pendant/weapon/qin004a.model	models/pendant/weapon/Textures/qin004a_002d.dds		mf		
qin004a_003	models/pendant/weapon/qin004a.model	models/pendant/weapon/Textures/qin004a_003d.dds		mf		
qin004a_004	models/pendant/weapon/qin004a.model	models/pendant/weapon/Textures/qin004a_004d.dds		mf		
qin005a_000	models/pendant/weapon/qin005a.model	models/pendant/weapon/Textures/qin005a_000d.dds		mf		
qin005a_001	models/pendant/weapon/qin005a.model	models/pendant/weapon/Textures/qin005a_001d.dds		mf		
qin005a_002	models/pendant/weapon/qin005a.model	models/pendant/weapon/Textures/qin005a_002d.dds		mf		
qin005a_003	models/pendant/weapon/qin005a.model	models/pendant/weapon/Textures/qin005a_003d.dds		mf		
qin005a_004	models/pendant/weapon/qin005a.model	models/pendant/weapon/Textures/qin005a_004d.dds		mf		
qin006a_000	models/pendant/weapon/qin006a.model	models/pendant/weapon/Textures/qin006a_000d.dds		mf		
qin006a_001	models/pendant/weapon/qin006a.model	models/pendant/weapon/Textures/qin006a_001d.dds		mf		
qin006a_002	models/pendant/weapon/qin006a.model	models/pendant/weapon/Textures/qin006a_002d.dds		mf		
qin007a_000	models/pendant/weapon/qin007a.model	models/pendant/weapon/Textures/qin007a_000d.dds		mf		
qin007a_001	models/pendant/weapon/qin007a.model	models/pendant/weapon/Textures/qin007a_001d.dds		mf		
qin007a_002	models/pendant/weapon/qin007a.model	models/pendant/weapon/Textures/qin007a_002d.dds		mf		
qin008a_000	models/pendant/weapon/qin008a.model	models/pendant/weapon/Textures/qin008a_000d.dds		mf		
qin008a_001	models/pendant/weapon/qin008a.model	models/pendant/weapon/Textures/qin008a_001d.dds		mf		
qin008a_002	models/pendant/weapon/qin008a.model	models/pendant/weapon/Textures/qin008a_002d.dds		mf		
qin008a_002orange				mf		
qin009a_000	models/pendant/weapon/qin009a.model	models/pendant/weapon/Textures/qin009a_000d.dds		mf		
qin009a_001	models/pendant/weapon/qin009a.model	models/pendant/weapon/Textures/qin009a_001d.dds		mf		
qin009a_002	models/pendant/weapon/qin009a.model	models/pendant/weapon/Textures/qin009a_002d.dds		mf		
qin010a_000	models/pendant/weapon/qin010a.model	models/pendant/weapon/Textures/qin010a_000d.dds		mf		
qin010a_000orange				mf		
qin010a_001	models/pendant/weapon/qin010a.model	models/pendant/weapon/Textures/qin010a_001d.dds		mf		
qin010a_001orange				mf		
qin011a_000	models/pendant/weapon/qin011a.model	models/pendant/weapon/Textures/qin011a_000d.dds		mf		
qin011a_000orange				mf		
qin011a_001	models/pendant/weapon/qin011a.model	models/pendant/weapon/Textures/qin011a_001d.dds		mf		
qin011a_001orange				mf		
qin011a_002	models/pendant/weapon/qin011a.model	models/pendant/weapon/Textures/qin011a_002d.dds		mf		
qin012a_000	models/pendant/weapon/qin012a.model	models/pendant/weapon/Textures/qin012a_000d.dds		mf		
qin013a_000	models/pendant/weapon/qin013a.model	models/pendant/weapon/Textures/qin013a_000d.dds		mf		
qin014a_000				mf		
qin015a_000				mf		
qin020a_000	models/pendant/weapon/qin020a.model	models/pendant/weapon/Textures/qin020a_000d.dds		mf		
qin020a_001	models/pendant/weapon/qin020a.model	models/pendant/weapon/Textures/qin020a_001d.dds		mf		
qin020a_002	models/pendant/weapon/qin020a.model	models/pendant/weapon/Textures/qin020a_002d.dds		mf		
qin020a_003	models/pendant/weapon/qin020a.model	models/pendant/weapon/Textures/qin020a_003d.dds		mf		
qin021a_000				mf		
qin021a_001				mf		
qin021a_002				mf		
qin021a_003				mf		
qin022a_000	models/pendant/weapon/qin022a.model	models/pendant/weapon/Textures/qin022a_000d.dds		mf		
qin023a_000	models/pendant/weapon/qin023a.model	models/pendant/weapon/Textures/qin023a_000d.dds		mf		
qin023a_001	models/pendant/weapon/qin023a.model	models/pendant/weapon/Textures/qin023a_001d.dds		mf		
qin023a_002	models/pendant/weapon/qin023a.model	models/pendant/weapon/Textures/qin023a_002d.dds		mf		
qin023a_003	models/pendant/weapon/qin023a.model	models/pendant/weapon/Textures/qin023a_003d.dds		mf		
qin023a_003_boss				boss		
qin024a_000	models/pendant/weapon/qin024a.model	models/pendant/weapon/Textures/qin024a_000d.dds		mf		
qin024a_001	models/pendant/weapon/qin024a.model	models/pendant/weapon/Textures/qin024a_001d.dds		mf		
qin024a_002	models/pendant/weapon/qin024a.model	models/pendant/weapon/Textures/qin024a_002d.dds		mf		
qin024a_003	models/pendant/weapon/qin024a.model	models/pendant/weapon/Textures/qin024a_003d.dds		mf		
qin025a_000				mf		
qin025a_001	models/pendant/weapon/qin025a.model	models/pendant/weapon/Textures/qin025a_001d.dds		mf		
qin025a_002	models/pendant/weapon/qin025a.model	models/pendant/weapon/Textures/qin025a_002d.dds		mf		
qin025a_003	models/pendant/weapon/qin025a.model	models/pendant/weapon/Textures/qin025a_003d.dds		mf		
qin025a_004	models/pendant/weapon/qin025a.model	models/pendant/weapon/Textures/qin025a_004d.dds		mf		
qin025a_005	models/pendant/weapon/qin025a.model	models/pendant/weapon/Textures/qin025a_005d.dds		mf		
qin030a_000				mf		
qin030a_001				mf		
qin031a_000				mf		
qin032a_000	models/pendant/weapon/qin032a.model	models/pendant/weapon/Textures/qin032a_000d.dds		mf		
qin032a_001	models/pendant/weapon/qin032a.model	models/pendant/weapon/Textures/qin032a_001d.dds		mf		
qin032a_002	models/pendant/weapon/qin032a.model	models/pendant/weapon/Textures/qin032a_002d.dds		mf		
qin032a_003	models/pendant/weapon/qin032a.model	models/pendant/weapon/Textures/qin032a_003d.dds		mf		
qin032a_004	models/pendant/weapon/qin032a.model	models/pendant/weapon/Textures/qin032a_004d.dds		mf		
qin036a_000				mf		
qin036a_001				mf		
qin037a_000	models/pendant/weapon/qin037a.model	models/pendant/weapon/Textures/qin037a_000d.dds		mf		
qin037a_001	models/pendant/weapon/qin037a.model	models/pendant/weapon/Textures/qin037a_001d.dds		mf		
qin037a_002				mf		
qin037a_003	models/pendant/weapon/qin037a.model	models/pendant/weapon/Textures/qin037a_003d.dds		mf		
qin037a_004				mf		
qin037a_005	models/pendant/weapon/qin037a.model	models/pendant/weapon/Textures/qin037a_005d.dds		mf		
qin038a_000				mf		
qin038a_001	models/pendant/weapon/qin038a.model	models/pendant/weapon/Textures/qin038a_001d.dds		mf		
qin038a_002	models/pendant/weapon/qin038a.model	models/pendant/weapon/Textures/qin038a_002d.dds		mf		
qin038a_003				mf		
qin038a_004	models/pendant/weapon/qin038a.model	models/pendant/weapon/Textures/qin038a_004d.dds		mf		
qin038a_005	models/pendant/weapon/qin038a.model	models/pendant/weapon/Textures/qin038a_005d.dds		mf		
qin039a_000	models/pendant/weapon/qin039a.model	models/pendant/weapon/Textures/qin039a_000d.dds		mf		
qin039a_001	models/pendant/weapon/qin039a.model	models/pendant/weapon/Textures/qin039a_001d.dds		mf		
qin039a_002	models/pendant/weapon/qin039a.model	models/pendant/weapon/Textures/qin039a_002d.dds		mf		
qin039a_003	models/pendant/weapon/qin039a.model	models/pendant/weapon/Textures/qin039a_003d.dds		mf		
qin039a_004	models/pendant/weapon/qin039a.model	models/pendant/weapon/Textures/qin039a_004d.dds		mf		
qin039a_005	models/pendant/weapon/qin039a.model	models/pendant/weapon/Textures/qin039a_005d.dds		mf		
qin040a_000				mf		
qin044a_000				mf		
qin048a_000				mf		
qin048a_001				mf		
qin601a_000	models/pendant/weapon/qin601a.model	models/pendant/weapon/Textures/qin601a_000d.dds		mf		
qin601a_000_boss	models/pendant/weapon/qin601a.model	models/pendant/weapon/Textures/qin601a_000d.dds		boss		
qin602a_000	models/pendant/weapon/qin602a.model			mf		
qr308a_000	models/pendant/weapon/qr308a.model	models/pendant/weapon/Textures/qr308a_000d.dds		qr		
qr308a_000_boss			1.6	qr		
qr308a_000_ghost				qr		
san000a_000				san		
sb300a_000	models/pendant/weapon/sb300a.model	models/pendant/weapon/Textures/sb300a_000d.dds		sb		
sb303a_000	models/pendant/weapon/sb303a.model	models/pendant/weapon/Textures/sb303a_000d.dds		sb		
sb308a_000	models/pendant/weapon/sb308a.model	models/pendant/weapon/Textures/sb308a_000d.dds		sb		
sh300a_000	models/pendant/weapon/sh300a.model			sh		
sh300a_000d	models/pendant/weapon/sh300a.model	models/pendant/weapon/Textures/sh300a_000d.dds		sh		
sj301a_000				sj		
sj301b_000				sj		
spear_001a_01				cb		
spear_002a_01				cb		
spear_005a_001	models/pendant/weapon/spear_005a.model			cb		
spear_006a_01				cb		
ss_ds016a_000	models/pendant/weapon/ds016a.model		1.5	ss		
ss000a_000	models/pendant/weapon/ss000a.model	models/pendant/weapon/Textures/ss000a_000d.dds		zf		
ss000a_001	models/pendant/weapon/ss000a.model	models/pendant/weapon/Textures/ss000a_001d.dds		zf		
ss000a_002	models/pendant/weapon/ss000a.model	models/pendant/weapon/Textures/ss000a_002d.dds		zf		
ss000a_003	models/pendant/weapon/ss000a.model	models/pendant/weapon/Textures/ss000a_003d.dds		zf		
ss001a_000	models/pendant/weapon/ss001a.model	models/pendant/weapon/Textures/ss001a_000d.dds		zf		
ss001a_001	models/pendant/weapon/ss001a.model	models/pendant/weapon/Textures/ss001a_001d.dds		zf		
ss001a_002	models/pendant/weapon/ss001a.model	models/pendant/weapon/Textures/ss001a_002d.dds		zf		
ss001a_003	models/pendant/weapon/ss001a.model	models/pendant/weapon/Textures/ss001a_003d.dds		zf		
ss001a_004	models/pendant/weapon/ss001a.model	models/pendant/weapon/Textures/ss001a_004d.dds		zf		
ss002a_000	models/pendant/weapon/ss002a.model	models/pendant/weapon/Textures/ss002a_000d.dds		zf		
ss002a_001	models/pendant/weapon/ss002a.model	models/pendant/weapon/Textures/ss002a_001d.dds		zf		
ss002a_002	models/pendant/weapon/ss002a.model	models/pendant/weapon/Textures/ss002a_002d.dds		zf		
ss002a_003	models/pendant/weapon/ss002a.model	models/pendant/weapon/Textures/ss002a_003d.dds		zf		
ss002a_004	models/pendant/weapon/ss002a.model	models/pendant/weapon/Textures/ss002a_004d.dds		zf		
ss003a_000	models/pendant/weapon/ss003a.model	models/pendant/weapon/Textures/ss003a_000d.dds		zf		
ss003a_001	models/pendant/weapon/ss003a.model	models/pendant/weapon/Textures/ss003a_001d.dds		zf		
ss003a_002	models/pendant/weapon/ss003a.model	models/pendant/weapon/Textures/ss003a_002d.dds		zf		
ss003a_003	models/pendant/weapon/ss003a.model	models/pendant/weapon/Textures/ss003a_003d.dds		zf		
ss003a_004	models/pendant/weapon/ss003a.model	models/pendant/weapon/Textures/ss003a_004d.dds		zf		
ss004a_000	models/pendant/weapon/ss004a.model	models/pendant/weapon/Textures/ss004a_000d.dds		zf		
ss004a_001	models/pendant/weapon/ss004a.model	models/pendant/weapon/Textures/ss004a_001d.dds		zf		
ss004a_002	models/pendant/weapon/ss004a.model	models/pendant/weapon/Textures/ss004a_002d.dds		zf		
