ActionName	type
鬼蜘蛛王_普攻b_c	通用战斗
鬼蜘蛛王_强力近战_a	通用战斗
鬼蜘蛛王_强力近战_c	通用战斗
鬼蜘蛛王_强力近战_e	通用战斗
鬼蜘蛛王_旋转攻击_a	通用战斗
鬼蜘蛛王_旋转攻击_c	通用战斗
鬼蜘蛛王_旋转攻击_e	通用战斗
鬼蜘蛛王_元素抛投_a	通用战斗
鬼蜘蛛王_元素抛投_c	通用战斗
鬼蜘蛛王_元素抛投_e	通用战斗
蛤蟆逃跑	通用战斗
蛤蟆蜥蜴_冲锋_a	通用战斗
蛤蟆蜥蜴_冲锋_b	通用战斗
蛤蟆蜥蜴_冲锋_c	通用战斗
蛤蟆蜥蜴_冲锋_d	通用战斗
蛤蟆蜥蜴_冲锋_e	通用战斗
蛤蟆蜥蜴_鼓舞士气_a	通用战斗
蛤蟆蜥蜴_鼓舞士气_c	通用战斗
蛤蟆蜥蜴_鼓舞士气_e	通用战斗
蛤蟆蜥蜴_恢复	通用战斗
蛤蟆蜥蜴_近战范围_a	通用战斗
蛤蟆蜥蜴_近战范围_b	通用战斗
蛤蟆蜥蜴_近战范围_c	通用战斗
蛤蟆蜥蜴_普攻_c	通用战斗
蛤蟆蜥蜴_普攻a_c	通用战斗
蛤蟆蜥蜴_普攻b_c	通用战斗
蛤蟆蜥蜴_失控_a	通用战斗
蛤蟆蜥蜴_失控_c	通用战斗
蛤蟆蜥蜴_失控_e	通用战斗
蛤蟆蜥蜴_失控跳人	通用战斗
蛤蟆蜥蜴_一起逃跑	通用战斗
蛤蟆蜥蜴_重击_a	通用战斗
蛤蟆蜥蜴_重击_b	通用战斗
蛤蟆蜥蜴_重击_c	通用战斗
蛤蟆妖将_肚皮弹跳_cb_c	通用战斗
蛤蟆妖将_莽夫冲击_cb_a	通用战斗
蛤蟆妖将_莽夫冲击_cb_b	通用战斗
蛤蟆妖将_莽夫冲击_cb_c	通用战斗
蛤蟆妖将_普攻_cb_c	通用战斗
蛤蟆妖将_普攻a_cb_c	通用战斗
蛤蟆妖将_普攻b_cb_c	通用战斗
蛤蟆妖将_头晕眼花_cb_a	通用战斗
蛤蟆妖将_头晕眼花_cb_b	通用战斗
蛤蟆妖将_头晕眼花_cb_c	通用战斗
蛤蟆妖将_头晕眼花_cb_d	通用战斗
蛤蟆妖将_头晕眼花_cb_e	通用战斗
蛤蟆妖将_召唤小弟_cb_c	通用战斗
蛤蟆妖将_召唤小弟_cb_e	通用战斗
蛤蟆妖将_重击_cb_a	通用战斗
蛤蟆妖将_重击_cb_b	通用战斗
蛤蟆妖将_重击_cb_c	通用战斗
蛤蟆妖将_重击_cb_d	通用战斗
蛤蟆妖将_重击_cb_e	通用战斗
蛤蟆妖将_自信连击_cb_a	通用战斗
蛤蟆妖将_自信连击_cb_b	通用战斗
蛤蟆妖将_自信连击_cb_c	通用战斗
蛤蟆妖将_自信连击_cb_d	通用战斗
蛤蟆妖将_自信连击_cb_e	通用战斗
还魂法阵_loop	通用战斗
还在运作的法阵	通用战斗
昊苍连线3D对话	通用战斗
昊苍破阵_弩_in	通用战斗
昊苍破阵_弩_loop	通用战斗
昊苍破阵_弩_out	通用战斗
合体怪物_吹飞_a	通用战斗
合体怪物_吹飞_b	通用战斗
合体怪物_吹飞_c	通用战斗
合体怪物_吹飞_d	通用战斗
合体怪物_吹飞_e	通用战斗
合体怪物_落石_a	通用战斗
合体怪物_落石_b	通用战斗
合体怪物_落石_c	通用战斗
合体怪物_落石_d	通用战斗
合体怪物_落石_e	通用战斗
合体怪物_普攻_c	通用战斗
合体怪物_普攻a_c	通用战斗
合体怪物_普攻b_c	通用战斗
合体怪物_石墙电击_a	通用战斗
合体怪物_石墙电击_b	通用战斗
合体怪物_石墙电击_c	通用战斗
合体怪物_石墙电击_d	通用战斗
合体怪物_石墙电击_e	通用战斗
河诏攻城将_摧毁_mz_a	通用战斗
河诏攻城将_摧毁_mz_b	通用战斗
河诏攻城将_摧毁_mz_c	通用战斗
河诏攻城将_摧毁_mz_d	通用战斗
河诏攻城将_摧毁_mz_e	通用战斗
河诏攻城将_横扫_mz_a	通用战斗
河诏攻城将_横扫_mz_b	通用战斗
河诏攻城将_横扫_mz_c	通用战斗
河诏攻城将_横扫_mz_d	通用战斗
河诏攻城将_横扫_mz_e	通用战斗
河诏攻城将_连续横扫_mz_a	通用战斗
河诏攻城将_连续横扫_mz_b	通用战斗
河诏攻城将_连续横扫_mz_c	通用战斗
河诏攻城将_连续横扫_mz_d	通用战斗
河诏攻城将_连续横扫_mz_e	通用战斗
河诏攻城将_破甲重击_mz_a	通用战斗
河诏攻城将_破甲重击_mz_b	通用战斗
河诏攻城将_破甲重击_mz_c	通用战斗
河诏攻城将_破甲重击_mz_d	通用战斗
河诏攻城将_破甲重击_mz_e	通用战斗
河诏攻城将_普攻_mz_c	通用战斗
河诏攻城将_普攻_qr_c	通用战斗
河诏攻城将_普攻a_mz_c	通用战斗
河诏攻城将_普攻a_qr_c	通用战斗
河诏攻城将_普攻b_mz_c	通用战斗
河诏攻城将_普攻b_qr_c	通用战斗
河诏攻城将_指挥_mz_a	通用战斗
河诏攻城将_指挥_mz_b	通用战斗
河诏攻城将_指挥_mz_c	通用战斗
河诏攻城将_指挥_mz_e	通用战斗
红方占领	通用战斗
红鬼狮_地震环_a	通用战斗
红鬼狮_地震环_b	通用战斗
红鬼狮_地震环_c	通用战斗
红鬼狮_地震环_d	通用战斗
红鬼狮_地震环_e	通用战斗
红鬼狮_贯穿吼炮_a	通用战斗
红鬼狮_贯穿吼炮_b	通用战斗
红鬼狮_贯穿吼炮_c	通用战斗
红鬼狮_贯穿吼炮_d	通用战斗
红鬼狮_贯穿吼炮_e	通用战斗
红鬼狮_啃_a	通用战斗
红鬼狮_啃_b	通用战斗
红鬼狮_啃_c	通用战斗
红鬼狮_啃_d	通用战斗
红鬼狮_啃_e	通用战斗
红鬼狮_能量涌动_a	通用战斗
红鬼狮_能量涌动_b	通用战斗
红鬼狮_能量涌动_c	通用战斗
红鬼狮_能量涌动_d	通用战斗
红鬼狮_能量涌动_e	通用战斗
红鬼狮_拍地板_a	通用战斗
红鬼狮_拍地板_b	通用战斗
红鬼狮_拍地板_c	通用战斗
红鬼狮_拍地板_d	通用战斗
红鬼狮_拍地板_e	通用战斗
红鬼狮_普攻_c	通用战斗
红鬼狮_普攻a_c	通用战斗
红鬼狮_狮吼_a	通用战斗
红鬼狮_狮吼_b	通用战斗
红鬼狮_狮吼_c	通用战斗
红鬼狮_狮吼_d	通用战斗
红鬼狮_狮吼_e	通用战斗
红鬼狮_甩尾_c	通用战斗
红鬼狮_音波炮_a	通用战斗
红鬼狮_音波炮_b	通用战斗
红鬼狮_音波炮_c	通用战斗
红鬼狮_音波炮_d	通用战斗
红鬼狮_音波炮_e	通用战斗
红色能量_法术连击_fz_a	通用战斗
红色能量_法术连击_fz_b	通用战斗
红色能量_法术连击_fz_c	通用战斗
红色能量_法术连击_fz_d	通用战斗
红色能量_法术连击_fz_e	通用战斗
红色能量_范围能量冲击_fz_a	通用战斗
红色能量_范围能量冲击_fz_b	通用战斗
红色能量_范围能量冲击_fz_c	通用战斗
红色能量_范围能量冲击_fz_d	通用战斗
红色能量_范围能量冲击_fz_e	通用战斗
红色能量_激励_fz_a	通用战斗
红色能量_激励_fz_b	通用战斗
红色能量_激励_fz_c	通用战斗
红色能量_激励_fz_d	通用战斗
红色能量_激励_fz_e	通用战斗
红色能量_狂暴_fz	通用战斗
红色能量_能量冲击_fz_a	通用战斗
红色能量_能量冲击_fz_b	通用战斗
红色能量_能量冲击_fz_c	通用战斗
红色能量_能量冲击_fz_d	通用战斗
红色能量_能量冲击_fz_e	通用战斗
红色能量_普攻_fz_c	通用战斗
红色能量_普攻a_fz_c	通用战斗
红色能量_普攻b_fz_c	通用战斗
红色能量_束缚_fz_a	通用战斗
红色能量_束缚_fz_b	通用战斗
红色能量_束缚_fz_c	通用战斗
红色能量_束缚_fz_d	通用战斗
红色能量_束缚_fz_e	通用战斗
红色阵法	通用战斗
吼叫	通用战斗
后跳_gn	通用战斗
后跳_放大_gn	通用战斗
狐二憨爆气_a	通用战斗
狐二憨爆气_b	通用战斗
狐二憨爆气_c	通用战斗
狐二憨爆气_d	通用战斗
狐二憨爆气_e	通用战斗
狐二憨波动拳_a	通用战斗
狐二憨波动拳_b	通用战斗
狐二憨波动拳_c	通用战斗
狐二憨波动拳_d	通用战斗
狐二憨波动拳_e	通用战斗
狐二憨螺旋丸_a	通用战斗
狐二憨螺旋丸_b	通用战斗
狐二憨螺旋丸_c	通用战斗
狐二憨螺旋丸_d	通用战斗
狐二憨螺旋丸_e	通用战斗
狐二憨普通攻击_c	通用战斗
狐二憨普通攻击a_c	通用战斗
狐二憨普通攻击b_c	通用战斗
狐二憨强力升龙拳_a	通用战斗
狐二憨强力升龙拳_b	通用战斗
狐二憨强力升龙拳_c	通用战斗
狐二憨强力升龙拳_d	通用战斗
狐二憨强力升龙拳_e	通用战斗
狐二憨升龙拳_a	通用战斗
狐二憨升龙拳_b	通用战斗
狐二憨升龙拳_c	通用战斗
狐二憨升龙拳_d	通用战斗
狐二憨升龙拳_e	通用战斗
狐二憨旋风腿_a	通用战斗
狐二憨旋风腿_b	通用战斗
狐二憨旋风腿_c	通用战斗
狐二憨旋风腿_d	通用战斗
狐二憨旋风腿_e	通用战斗
狐玉藻_登场跳跃	通用战斗
狐玉藻_灵火攻击_a	通用战斗
狐玉藻_灵火攻击_b	通用战斗
狐玉藻_灵火攻击_c	通用战斗
狐玉藻_灵火攻击_d	通用战斗
狐玉藻_灵火攻击_e	通用战斗
狐玉藻_灵火护身_a	通用战斗
狐玉藻_灵火护身_b	通用战斗
狐玉藻_灵火护身_c	通用战斗
狐玉藻_灵火连击_a	通用战斗
狐玉藻_灵火连击_b	通用战斗
狐玉藻_灵火连击_c	通用战斗
狐玉藻_灵火连击_d	通用战斗
狐玉藻_灵火连击_e	通用战斗
狐玉藻_灵火召唤_a	通用战斗
狐玉藻_灵火召唤_b	通用战斗
狐玉藻_灵火召唤_c	通用战斗
狐玉藻_迷迭香_a	通用战斗
狐玉藻_迷迭香_b	通用战斗
狐玉藻_迷迭香_c	通用战斗
狐玉藻_迷迭香_d	通用战斗
狐玉藻_迷迭香_e	通用战斗
狐玉藻_三味灵火_a	通用战斗
狐玉藻_三味灵火_b	通用战斗
狐玉藻_三味灵火_c	通用战斗
狐玉藻_三味灵火_d	通用战斗
狐玉藻_三味灵火_e	通用战斗
狐玉藻_天降灵火_a	通用战斗
狐玉藻_天降灵火_b	通用战斗
狐玉藻_天降灵火_c	通用战斗
狐玉藻_治疗术_a	通用战斗
狐玉藻_治疗术_b	通用战斗
狐玉藻_治疗术_c	通用战斗
狐玉藻变身术_sz_a	通用战斗
狐玉藻变身术_sz_b	通用战斗
狐玉藻变身术_sz_c	通用战斗
狐玉藻变身术_sz_d	通用战斗
狐玉藻变身术_sz_e	通用战斗
狐玉藻治疗术_sz_a	通用战斗
狐玉藻治疗术_sz_b	通用战斗
狐玉藻治疗术_sz_c	通用战斗
狐玉藻治疗术_sz_d	通用战斗
狐玉藻治疗术_sz_e	通用战斗
胡玉藻_变身术_sz_a	通用战斗
胡玉藻_变身术_sz_b	通用战斗
胡玉藻_变身术_sz_c	通用战斗
胡玉藻_治疗术_sz_a	通用战斗
胡玉藻_治疗术_sz_b	通用战斗
胡玉藻_治疗术_sz_c	通用战斗
蝴蝶	通用战斗
护盾_fz	通用战斗
花瓣	通用战斗
花妖藤蔓_毒雾攻击_a	通用战斗
花妖藤蔓_毒雾攻击_b	通用战斗
花妖藤蔓_毒雾攻击_c	通用战斗
花妖藤蔓_毒雾攻击_d	通用战斗
花妖藤蔓_毒雾攻击_e	通用战斗
花妖藤蔓_毒烟花_qt_a	通用战斗
花妖藤蔓_毒烟花_qt_b	通用战斗
花妖藤蔓_毒烟花_qt_c	通用战斗
花妖藤蔓_毒烟花_qt_d	通用战斗
花妖藤蔓_毒烟花_qt_e	通用战斗
花妖藤蔓_开场	通用战斗
花妖藤蔓_慢速射线_qt_a	通用战斗
花妖藤蔓_慢速射线_qt_b	通用战斗
花妖藤蔓_慢速射线_qt_c	通用战斗
花妖藤蔓_慢速射线_qt_d	通用战斗
花妖藤蔓_慢速射线_qt_e	通用战斗
花妖藤蔓_普攻_c	通用战斗
花妖藤蔓_普攻a_c	通用战斗
花妖藤蔓_普攻b_c	通用战斗
花妖藤蔓_强力刺舌_a	通用战斗
花妖藤蔓_强力刺舌_b	通用战斗
花妖藤蔓_强力刺舌_c	通用战斗
花妖藤蔓_强力刺舌_d	通用战斗
花妖藤蔓_强力刺舌_e	通用战斗
花妖藤蔓_强力撕咬_a	通用战斗
花妖藤蔓_强力撕咬_b	通用战斗
花妖藤蔓_强力撕咬_c	通用战斗
花妖藤蔓_强力撕咬_d	通用战斗
花妖藤蔓_强力撕咬_e	通用战斗
花妖藤蔓_远程普攻_qt_c	通用战斗
花妖藤蔓_直线毒汁_a	通用战斗
花妖藤蔓_直线毒汁_b	通用战斗
花妖藤蔓_直线毒汁_c	通用战斗
花妖藤蔓_直线毒汁_d	通用战斗
花妖藤蔓_直线毒汁_e	通用战斗
花妖藤蔓_转亢奋状态	通用战斗
花妖藤蔓_转平复状态_qt	通用战斗
幻境元素守卫_火普攻_c	通用战斗
幻境元素守卫_火普攻a_c	通用战斗
幻境元素守卫_火普攻b_c	通用战斗
幻境元素守卫_火重击_a	通用战斗
幻境元素守卫_火重击_b	通用战斗
幻境元素守卫_火重击_c	通用战斗
幻境元素守卫_火重击_d	通用战斗
幻境元素守卫_火重击_e	通用战斗
幻境元素守卫_金普攻_c	通用战斗
幻境元素守卫_金普攻a_c	通用战斗
幻境元素守卫_金普攻b_c	通用战斗
幻境元素守卫_金重击_a	通用战斗
幻境元素守卫_金重击_b	通用战斗
幻境元素守卫_金重击_c	通用战斗
幻境元素守卫_金重击_d	通用战斗
幻境元素守卫_金重击_e	通用战斗
幻境元素守卫_雷诀_a	通用战斗
幻境元素守卫_雷诀_b	通用战斗
幻境元素守卫_雷诀_c	通用战斗
幻境元素守卫_雷诀_e	通用战斗
幻境元素守卫_烈焰_a	通用战斗
幻境元素守卫_烈焰_b	通用战斗
幻境元素守卫_烈焰_c	通用战斗
幻境元素守卫_烈焰_e	通用战斗
幻境元素守卫_木毒_a	通用战斗
幻境元素守卫_木毒_b	通用战斗
幻境元素守卫_木毒_c	通用战斗
幻境元素守卫_木毒_e	通用战斗
幻境元素守卫_木普攻_c	通用战斗
幻境元素守卫_木普攻a_c	通用战斗
幻境元素守卫_木普攻b_c	通用战斗
幻境元素守卫_木重击_a	通用战斗
幻境元素守卫_木重击_b	通用战斗
幻境元素守卫_木重击_c	通用战斗
幻境元素守卫_木重击_d	通用战斗
幻境元素守卫_木重击_e	通用战斗
幻境元素守卫_破岩_a	通用战斗
幻境元素守卫_破岩_b	通用战斗
幻境元素守卫_破岩_c	通用战斗
幻境元素守卫_破岩_d	通用战斗
幻境元素守卫_破岩_e	通用战斗
幻境元素守卫_融合普攻_c	通用战斗
幻境元素守卫_融合普攻a_c	通用战斗
幻境元素守卫_融合普攻b_c	通用战斗
幻境元素守卫_融合重击_a	通用战斗
幻境元素守卫_融合重击_b	通用战斗
幻境元素守卫_融合重击_c	通用战斗
幻境元素守卫_融合重击_d	通用战斗
幻境元素守卫_融合重击_e	通用战斗
幻境元素守卫_水浪_a	通用战斗
幻境元素守卫_水浪_b	通用战斗
幻境元素守卫_水浪_c	通用战斗
幻境元素守卫_水浪_d	通用战斗
幻境元素守卫_水浪_e	通用战斗
幻境元素守卫_水普攻_c	通用战斗
幻境元素守卫_水普攻a_c	通用战斗
幻境元素守卫_水普攻b_c	通用战斗
幻境元素守卫_水重击_a	通用战斗
幻境元素守卫_水重击_b	通用战斗
幻境元素守卫_水重击_c	通用战斗
幻境元素守卫_水重击_d	通用战斗
幻境元素守卫_水重击_e	通用战斗
幻境元素守卫_土普攻_c	通用战斗
幻境元素守卫_土普攻a_c	通用战斗
幻境元素守卫_土普攻b_c	通用战斗
幻境元素守卫_土重击_a	通用战斗
幻境元素守卫_土重击_b	通用战斗
幻境元素守卫_土重击_c	通用战斗
幻境元素守卫_土重击_d	通用战斗
幻境元素守卫_土重击_e	通用战斗
幻境元素守卫_元素爆炸_a	通用战斗
幻境元素守卫_元素爆炸_b	通用战斗
幻境元素守卫_元素爆炸_c	通用战斗
幻境元素守卫_元素爆炸_d	通用战斗
幻境元素守卫_元素爆炸_e	通用战斗
幻境元素守卫_元素转化_a	通用战斗
幻境元素守卫_元素转化_c	通用战斗
幻境元素守卫_元素转化_e	通用战斗
幻境蜘蛛_残酷抹杀_a	通用战斗
幻境蜘蛛_残酷抹杀_c	通用战斗
幻境蜘蛛_残酷抹杀_e	通用战斗
幻境蜘蛛_缠身蛛丝_a	通用战斗
幻境蜘蛛_缠身蛛丝_c	通用战斗
幻境蜘蛛_缠身蛛丝_e	通用战斗
幻境蜘蛛_虫卵喷涂_a	通用战斗
幻境蜘蛛_虫卵喷涂_c	通用战斗
幻境蜘蛛_虫卵喷涂_e	通用战斗
幻境蜘蛛_滑行撞击_a	通用战斗
幻境蜘蛛_滑行撞击_c	通用战斗
幻境蜘蛛_滑行撞击_e	通用战斗
幻境蜘蛛_普攻_c	通用战斗
幻境蜘蛛_普攻a_c	通用战斗
幻境蜘蛛_普攻b_c	通用战斗
幻境蜘蛛_扫地回旋_a	通用战斗
幻境蜘蛛_扫地回旋_c	通用战斗
幻境蜘蛛_扫地回旋_e	通用战斗
幻境蜘蛛_元素法球_a	通用战斗
幻境蜘蛛_元素法球_c	通用战斗
幻境蜘蛛_元素法球_e	通用战斗
幻境蜘蛛_重击_a	通用战斗
幻境蜘蛛_重击_c	通用战斗
幻境蜘蛛_重击_e	通用战斗
幻境蜘蛛_抓取_a	通用战斗
幻境蜘蛛_抓取_c	通用战斗
幻境蜘蛛_抓取_c_1	通用战斗
幻境蜘蛛_抓取_e	通用战斗
幻象引爆_ds_c	通用战斗
荒变打坐_b	通用战斗
荒变昊苍_轮_hrtg_a	通用战斗
荒变昊苍_轮_hrtg_c	通用战斗
荒变昊苍_轮_hrtg_e	通用战斗
荒变昊苍_怒_ss01_a	通用战斗
荒变昊苍_怒_ss01_c	通用战斗
荒变昊苍_怒_ss01_e	通用战斗
荒变昊苍_千军破_hrtg_a	通用战斗
荒变昊苍_千军破_hrtg_c	通用战斗
荒变昊苍_千军破_hrtg_e	通用战斗
荒人充能束缚	通用战斗
荒人法阵用出现_mz	通用战斗
荒人化冰龙	通用战斗
荒人化妙法_冰爆术_boss_a	通用战斗
荒人化妙法_冰爆术_boss_b	通用战斗
荒人化妙法_冰爆术_boss_c	通用战斗
荒人化妙法_冰爆术_boss_e	通用战斗
荒人化妙法_冰箱_boss_a	通用战斗
荒人化妙法_冰箱_boss_b	通用战斗
荒人化妙法_冰箱_boss_c	通用战斗
荒人化妙法_冰箱_boss_e	通用战斗
荒人化妙法_炽热喷发_boss_a	通用战斗
荒人化妙法_炽热喷发_boss_c	通用战斗
荒人化妙法_炽热喷发_boss_e	通用战斗
荒人化妙法_大火球_a	通用战斗
荒人化妙法_大火球_c	通用战斗
荒人化妙法_大火球_e	通用战斗
荒人化妙法_电鞭_boss_a	通用战斗
荒人化妙法_电鞭_boss_c	通用战斗
荒人化妙法_电鞭_boss_e	通用战斗
荒人化妙法_电盾_boss_a	通用战斗
荒人化妙法_电盾_boss_c	通用战斗
荒人化妙法_电盾_boss_e	通用战斗
荒人化妙法_毒沼_boss_a	通用战斗
荒人化妙法_毒沼_boss_c	通用战斗
荒人化妙法_毒沼_boss_e	通用战斗
荒人化妙法_黑洞_boss_a	通用战斗
荒人化妙法_黑洞_boss_c	通用战斗
荒人化妙法_黑洞_boss_e	通用战斗
荒人化妙法_剧毒新星_boss_a	通用战斗
荒人化妙法_剧毒新星_boss_b	通用战斗
荒人化妙法_剧毒新星_boss_c	通用战斗
荒人化妙法_剧毒新星_boss_e	通用战斗
荒人化妙法_雷电法阵_boss_a	通用战斗
荒人化妙法_雷电法阵_boss_c	通用战斗
荒人化妙法_雷电法阵_boss_e	通用战斗
荒人化妙法_雷击_boss_a	通用战斗
荒人化妙法_雷击_boss_c	通用战斗
荒人化妙法_雷击_boss_e	通用战斗
荒人化妙法_烈焰风暴_boss_a	通用战斗
荒人化妙法_烈焰风暴_boss_c	通用战斗
荒人化妙法_烈焰风暴_boss_e	通用战斗
荒人化妙法_流火_boss_c	通用战斗
荒人化妙法_流火a_boss_c	通用战斗
荒人化妙法_流火b_boss_c	通用战斗
荒人化妙法_普攻_boss_c	通用战斗
荒人化妙法_普攻a_boss_c	通用战斗
荒人化妙法_普攻b_boss_c	通用战斗
荒人化妙法_闪避_boss_c	通用战斗
荒人化妙法_水箭_boss_c	通用战斗
荒人化妙法_水箭a_boss_c	通用战斗
荒人化妙法_水箭b_boss_c	通用战斗
荒人化妙法_涌浪_boss_a	通用战斗
荒人化妙法_涌浪_boss_c	通用战斗
荒人化妙法_涌浪_boss_e	通用战斗
荒人化司命_百鸟朝凤_c	通用战斗
荒人化司命_百鸟朝凤_hrsm_a	通用战斗
荒人化司命_百鸟朝凤_hrsm_b	通用战斗
荒人化司命_百鸟朝凤_hrsm_c	通用战斗
荒人化司命_百鸟朝凤_hrsm_e	通用战斗
荒人化司命_臭屁_a	通用战斗
荒人化司命_臭屁_b	通用战斗
荒人化司命_臭屁_c	通用战斗
荒人化司命_臭屁_d	通用战斗
荒人化司命_臭屁_e	通用战斗
荒人化司命_出生	通用战斗
荒人化司命_盾_a	通用战斗
荒人化司命_盾_b	通用战斗
荒人化司命_盾_c	通用战斗
荒人化司命_范围攻击_a	通用战斗
荒人化司命_范围攻击_b	通用战斗
荒人化司命_范围攻击_c	通用战斗
荒人化司命_范围攻击_d	通用战斗
荒人化司命_范围攻击_e	通用战斗
荒人化司命_后撤_hrsm_c	通用战斗
荒人化司命_唤熊_hrsm_a	通用战斗
荒人化司命_唤熊_hrsm_c	通用战斗
荒人化司命_唤熊_hrsm_e	通用战斗
荒人化司命_唤鼬_hrsm_a	通用战斗
荒人化司命_唤鼬_hrsm_c	通用战斗
荒人化司命_唤鼬_hrsm_e	通用战斗
荒人化司命_恢复_hrsm_a	通用战斗
荒人化司命_恢复_hrsm_b	通用战斗
荒人化司命_恢复_hrsm_c	通用战斗
荒人化司命_恢复_hrsm_e	通用战斗
荒人化司命_加buff_c	通用战斗
荒人化司命_灵虎_hrsm_a	通用战斗
荒人化司命_灵虎_hrsm_c	通用战斗
荒人化司命_灵虎_hrsm_e	通用战斗
荒人化司命_炮台_hrsm_a	通用战斗
荒人化司命_炮台_hrsm_c	通用战斗
荒人化司命_炮台_hrsm_e	通用战斗
荒人化司命_扑击预警_c	通用战斗
荒人化司命_扑袭_a	通用战斗
荒人化司命_扑袭_b	通用战斗
荒人化司命_扑袭_c	通用战斗
荒人化司命_扑袭_d	通用战斗
荒人化司命_扑袭_e	通用战斗
荒人化司命_扑袭预警_c	通用战斗
荒人化司命_普攻_c	通用战斗
荒人化司命_普攻_hrsm_c	通用战斗
荒人化司命_普攻a_c	通用战斗
荒人化司命_普攻b_c	通用战斗
荒人化司命_强化_hrsm_a	通用战斗
荒人化司命_强化_hrsm_b	通用战斗
荒人化司命_强化_hrsm_c	通用战斗
荒人化司命_强化_hrsm_e	通用战斗
荒人化司命_闪避_hrsm	通用战斗
荒人化司命_消灭	通用战斗
荒人化司命_消灭_a	通用战斗
荒人化司命_消灭_b	通用战斗
荒人化司命_消灭_c	通用战斗
荒人化司命_消失	通用战斗
荒人化司命_召唤摩罗_强化_hrsm_a	通用战斗
荒人化司命_召唤摩罗_强化_hrsm_c	通用战斗
荒人化司命_召唤摩罗_强化_hrsm_e	通用战斗
荒人化司命_召唤摩罗_伤害_hrsm_a	通用战斗
荒人化司命_召唤摩罗_伤害_hrsm_c	通用战斗
荒人化司命_召唤摩罗_伤害_hrsm_e	通用战斗
荒人化天罡_北宸流炎枪_hrtg_a	通用战斗
荒人化天罡_北宸流炎枪_hrtg_c	通用战斗
荒人化天罡_北宸流炎枪_hrtg_e	通用战斗
荒人化天罡_磊落_hrtg_a	通用战斗
荒人化天罡_磊落_hrtg_c	通用战斗
荒人化天罡_磊落_hrtg_e	通用战斗
荒人化天罡_裂_hrtg_a	通用战斗
荒人化天罡_裂_hrtg_c	通用战斗
荒人化天罡_裂_hrtg_e	通用战斗
荒人化天罡_龙魂_hrtg_a	通用战斗
荒人化天罡_龙魂_hrtg_c	通用战斗
荒人化天罡_龙魂_hrtg_e	通用战斗
荒人化天罡_龙击_hrtg_a	通用战斗
荒人化天罡_龙击_hrtg_c	通用战斗
荒人化天罡_龙击_hrtg_e	通用战斗
荒人化天罡_龙威_hrtg_a	通用战斗
荒人化天罡_龙威_hrtg_c	通用战斗
荒人化天罡_龙威_hrtg_e	通用战斗
荒人化天罡_轮_hrtg_a	通用战斗
荒人化天罡_轮_hrtg_c	通用战斗
荒人化天罡_轮_hrtg_e	通用战斗
荒人化天罡_怒_hrtg_a	通用战斗
荒人化天罡_破_hrtg_a	通用战斗
荒人化天罡_破_hrtg_c	通用战斗
荒人化天罡_破_hrtg_e	通用战斗
荒人化天罡_普攻01_hrtg_c	通用战斗
荒人化天罡_普攻02_hrtg_c	通用战斗
荒人化天罡_普攻03_hrtg_c	通用战斗
荒人化天罡_普攻04_hrtg_c	通用战斗
荒人化天罡_起_hrtg_c	通用战斗
荒人化天罡_千军破_hrtg_a	通用战斗
荒人化天罡_千军破_hrtg_c	通用战斗
荒人化天罡_千军破_hrtg_e	通用战斗
荒人化天罡_闪避_ss01	通用战斗
荒人化天罡_无双_hrtg_a	通用战斗
荒人化天罡_无双_hrtg_c	通用战斗
荒人化天罡_无双_hrtg_e	通用战斗
荒人化天罡_斩_hrtg_a	通用战斗
荒人化天罡_斩_hrtg_c	通用战斗
荒人化天罡_斩_hrtg_e	通用战斗
荒人头目_范围召唤_a	通用战斗
荒人头目_范围召唤_c	通用战斗
荒人头目_范围召唤_e	通用战斗
荒人头目_横冲_cf_a	通用战斗
荒人头目_横冲_cf_b	通用战斗
荒人头目_横冲_cf_c	通用战斗
荒人头目_横冲_cf_d	通用战斗
荒人头目_横冲_cf_e	通用战斗
荒人头目_横挥_cf_a	通用战斗
荒人头目_横挥_cf_b	通用战斗
荒人头目_横挥_cf_c	通用战斗
荒人头目_横挥_cf_d	通用战斗
荒人头目_横挥_cf_e	通用战斗
荒人头目_环形管_cf_a	通用战斗
荒人头目_环形管_cf_b	通用战斗
荒人头目_环形管_cf_c	通用战斗
荒人头目_环形管_cf_d	通用战斗
荒人头目_环形管_cf_e	通用战斗
荒人头目_狂暴表演_cf_c	通用战斗
荒人头目_普攻_cf_c	通用战斗
荒人头目_普攻a_cf_c	通用战斗
荒人头目_普攻b_cf_c	通用战斗
荒人头目_全屏召唤_cf_c	通用战斗
荒人头目_旋风转_cf_a	通用战斗
荒人头目_旋风转_cf_b	通用战斗
荒人头目_旋风转_cf_c	通用战斗
荒人头目_旋风转_cf_d	通用战斗
荒人头目_旋风转_cf_e	通用战斗
荒人头目_重劈_cf_a	通用战斗
荒人头目_重劈_cf_b	通用战斗
荒人头目_重劈_cf_c	通用战斗
荒人头目_重劈_cf_d	通用战斗
荒人头目_重劈_cf_e	通用战斗
荒人头目_咒术_cf_c	通用战斗
黄沉水_放屁攻击_gn_a	通用战斗
黄沉水_放屁攻击_gn_b	通用战斗
黄沉水_放屁攻击_gn_c	通用战斗
黄沉水_放屁攻击_gn_e	通用战斗
黄沉水_箭雨攻击_gn_a	通用战斗
黄沉水_箭雨攻击_gn_b	通用战斗
