literal	text	channels	visible	ignore_setting	voice_male	voice_female	desc
ERR_ITEM_TRADE_PEER_INVENTORY_FULL	对方行囊空位不足				event:/voice/system/hint/tg/male/019	event:/voice/system/hint/tg/female/019	
ERR_ITEM_TRADE_FORBIDDEN	本服禁止交易				event:/voice/system/hint/tg/male/019	event:/voice/system/hint/tg/female/019	
ERR_ITEM_TRADE_SERVER_FORBIDDEN	只有同服务器才可进行交易						
ERR_ITEM_TRADE_DENY	您已被禁止交易，请联系gm				event:/voice/system/hint/tg/male/019	event:/voice/system/hint/tg/female/019	
ERR_ITEM_TRADE_EMPTY	未交易任何物品/钱币						
ERR_ITEM_TRADE_TOO_FREQUENT	对方近期拒绝过交易，请稍后再试				event:/voice/system/hint/tg/male/038	event:/voice/system/hint/tg/female/038	
ERR_ITEM_TRADE_RECONFIRM	请勿重复确认交易						
ERR_ITEM_TRADE_FAIL	交易失败				event:/voice/system/hint/tg/male/077	event:/voice/system/hint/tg/female/077	
@@@@@@@ERR_ITEM_SHOP@@@@@@@							
ERR_ITEM_SHOP_BUY_PERMISSION_DENIED	本角色未开放购买商品功能						
ERR_ITEM_SHOP_SELL_PERMISSION_DENIED	本角色未开放出售商品功能						
ERR_ITEM_SHOP_NPC_CANNOT_FOUND	找不到此商店						
ERR_ITEM_SHOP_CANNOT_REACH	距离太远，请靠近目标				event:/voice/system/hint/tg/male/003	event:/voice/system/hint/tg/female/003	
ERR_ITEM_SHOP_INVALID_BUY_NUM	购买数量错误						
ERR_ITEM_SHOP_NO_REPURCHASE_ITEM	欲回购的物品已不存在				event:/voice/system/hint/tg/male/078	event:/voice/system/hint/tg/female/078	
ERR_ITEM_SHOP_EMPTY_SELL	此格无道具可出售						
ERR_ITEM_SHOP_UNSETTED_ID	企划尚未配置该店铺ID						
ERR_ITEM_SHOP_INVALID_SHOP	商店不存在				event:/voice/system/hint/tg/male/078	event:/voice/system/hint/tg/female/078	
ERR_ITEM_SHOP_DURATION_MAX	无需修理				event:/voice/system/hint/tg/male/047	event:/voice/system/hint/tg/female/047	
ERR_ITEM_SHOP_INSUFFICIENT_TOKEN	兑换道具不足				event:/voice/system/hint/tg/male/087	event:/voice/system/hint/tg/female/087	
ERR_ITEM_SHOP_OFFSALE	商品已下架				event:/voice/system/hint/tg/male/050	event:/voice/system/hint/tg/female/050	
ERR_ITEM_SHOP_UNONSALE	商品未上架						
ERR_ITEM_SHOP_INSUFFICIENT_FAME	声望不足				event:/voice/system/hint/tg/male/037	event:/voice/system/hint/tg/female/037	
ERR_ITEM_SHOP_INSUFFICIENT_BALANCE	库存不足				event:/voice/system/hint/tg/male/051	event:/voice/system/hint/tg/female/051	
ERR_ITEM_SHOP_PURCAHSE_MAX	本时段不能购买更多，请改日				event:/voice/system/hint/tg/male/049	event:/voice/system/hint/tg/female/049	
ERR_ITEM_SHOP_WRONG_GOODS	本店无此货物出售						
ERR_ITEM_SHOP_WRONG_SHOPID	错误的店铺ID						
ERR_ITEM_SHOP_CANNOT_SELL	不可出售				event:/voice/system/hint/tg/male/048	event:/voice/system/hint/tg/female/048	
ERR_ITEM_SHOP_FAME_RESTRICTION	声望不足				event:/voice/system/hint/tg/male/037	event:/voice/system/hint/tg/female/037	
ERR_ITEM_SHOP_FAME_AREAREPU_RESTRICTION	龙星路域通认知等级不足						
ERR_ITEM_SHOP_GUILD_ABILITY_RESTRICTION	对应盟会天赋未开放				event:/voice/system/hint/tg/male/075	event:/voice/system/hint/tg/female/075	
ERR_ITEM_SHOP_GUILD_LV_RESTRICTION	盟会等级不足						
ERR_ITEM_SHOP_GUILD_PVP_ROLE_LV_RESTRICTION	战盟威望不足						
ERR_ITEM_SHOP_DEBRIS_LV_RESTRICTION	秘文等级不足						
ERR_ITEM_SHOP_PET_ENERGY_INSUFFICIENT	照影灵气不足						
ERR_ITEM_SHOP_SOLT_LOCK_RESTRICTION	部位限制未解锁						
ERR_ITEM_SHOP_RANK_SCORE_RESTRICTION	铭锋论剑等级不足						
ERR_ITEM_SHOP_PVE_LV_RESTRICTION	侠名不足						
ERR_ITEM_SHOP_PVP_LV_RESTRICTION	战绩不足						
ERR_ITEM_SHOP_CORE_LV_RESTRICTION	侠名/战绩不足						
ERR_ITEM_SHOP_PVP_ACTIVE_LV_RESTRICTION	斗势境界不足						
ERR_ITEM_SHOP_PVX_LV_RESTRICTION	闲境等级不足						
ERR_ITEM_SHOP_SAFARI_LV_RESTRICTION	历世万法等级不足						
ERR_ITEM_SHOP_BIOGRAPHY_RESTRICTION	对应列传未完成						
ERR_TRAIL_LV_RESTRICTION	记忆之匣等级不足						
ERR_ITEM_SHOP_CANNOT_SELL_THISSHOP	此物不可在此商店出售						
ERR_ITEM_SHOP_CANNOT_REPURCHASE	此物品不可回购						
ERR_ITEM_SHOP_MAX_OWN	此物无法获得更多						
ERR_ITEM_SHOP_PRICE_REFRESH	价格发生变动						
ERR_ITEM_REPU_GAIN	获得了{1}声望: {2:d}						
ERR_ITEM_REPU_LOST	失去了{1}声望: {2:d}						
ERR_ITEM_SHOP_TRAILCARD_CANNOT_SELL	正在挑战该试炼记忆，无法出售						
ERR_ITEM_SHOP_TREASURE_MAP_LIMIT	任意地图的藏宝图达到限购条件则不能再购买						
ERR_ITEM_SHOP_TREASURE_MAP_CANNOT_GET_SCENE	当前地图无法获得藏宝图						
@@@@@@@ERR_ITEM_AUCTION@@@@@@@							
ERR_ITEM_AUCTION_FORBIDDEN	当前状态禁止操作						
ERR_ITEM_AUCTION_BUY_PERMISSION_DENIED	本角色未开放拍卖行买入功能				event:/voice/system/hint/tg/male/075	event:/voice/system/hint/tg/female/075	
ERR_ITEM_AUCTION_SELL_PERMISSION_DENIED	本角色未开放拍卖行卖出功能				event:/voice/system/hint/tg/male/075	event:/voice/system/hint/tg/female/075	
ERR_ITEM_AUCTION_DEAD	重伤状态无法使用拍卖行				event:/voice/system/hint/tg/male/071	event:/voice/system/hint/tg/female/071	
ERR_ITEM_AUCTION_FIGHTING	战斗中不能使用拍卖行				event:/voice/system/hint/tg/male/085	event:/voice/system/hint/tg/female/085	
ERR_ITEM_AUCTION_ASSIST_AWAY	附近没有拍卖行助理						
ERR_ITEM_AUCTION_MAX_AUCTION	超出寄售上限				event:/voice/system/hint/tg/male/064	event:/voice/system/hint/tg/female/064	
ERR_ITEM_AUCTION_NEAR_EXPIRED	物品即将过期，不可寄售						
ERR_ITEM_AUCTION_LOOTER_NOT_OWNNER	本角色非当前竞价人，或留言已被屏蔽，无法更改						
@@@@@@@ERR_ITEM_COLLECTION@@@@@@@							
ERR_ITEM_COLLECTION_PERMISSION_DENIED	暂时无法这么做				event:/voice/system/hint/tg/male/075	event:/voice/system/hint/tg/female/075	本角色未开放收藏品使用功能
ERR_ITEM_COLLECTION_CHARGE_MAX	充能已达上限				event:/voice/system/hint/tg/male/064	event:/voice/system/hint/tg/female/064	
ERR_ITEM_COLLECTION_INVALID	非法藏品						
ERR_ITEM_COLLECTION_COOLING_DOWN	冷却中						
ERR_ITEM_COLLECTION_OUT_OF_RANGE	目标距离过远	CHANNEL_SYSTEM_CENTER_YELLOW					
ERR_ITEM_COLLECTION_OUT_OF_SIGHT	目标不在视野中	CHANNEL_SYSTEM_CENTER_YELLOW					
ERR_ITEM_COLLECTION_TARGET_NULL	请选择目标	CHANNEL_SYSTEM_CENTER_YELLOW					
ERR_ITEM_COLLECTION_TARGET_WRONG	只能对非自身玩家使用	CHANNEL_SYSTEM_CENTER_YELLOW					
ERR_ITEM_COLLECTION_STATE_WRONG	当前状态不可邀请	CHANNEL_SYSTEM_CENTER_YELLOW					
ERR_ITEM_COLLECTION_STATE_EXIST	存在等待答复的邀请，暂时无法邀请	CHANNEL_SYSTEM_CENTER_YELLOW					
ERR_ITEM_COLLECTION_TARGET_STATE_WRONG	目标当前状态不可邀请	CHANNEL_SYSTEM_CENTER_YELLOW					
ERR_ITEM_COLLECTION_STATE_INAIR	空中无法使用	CHANNEL_SYSTEM_CENTER_YELLOW					
ERR_ITEM_COLLECTION_LANDFORM_WRONG	当前存在障碍物或不满足地形条件，无法进行邀请	CHANNEL_SYSTEM_CENTER_YELLOW					
@@@@@@@ERR_ITEM_OP2@@@@@@@							
ERR_ITEM_APPRAISE_PERMISSION_DENIED	本角色未开放鉴定功能						
ERR_ITEM_APPRAISE_DENY	道具不可鉴定						
ERR_ITEM_ALREADY_APPRAISED	道具已鉴定						
ERR_ITEM_DESIGNER_EFFECT_DENY	道具使用失败				event:/voice/system/hint/tg/male/077	event:/voice/system/hint/tg/female/077	
@@@@@@@ERR_ITEM_OP3@@@@@@@							
ERR_ITEM_REFINE_PERMISSION_DENIED	本角色未开放熔铸功能						
ERR_ITEM_REFINE_DENY	该道具无法熔铸				event:/voice/system/hint/tg/male/055	event:/voice/system/hint/tg/female/055	
ERR_ITEM_REFINE_MAX	熔铸已达到最高等级						
ERR_ITEM_REFINE_NO_TARGET	请放入待熔铸的装备						
ERR_ITEM_REFINE_NO_MATCH	与目标装备熔铸属性不匹配						
ERR_ITEM_REFINE_NO_SELF	无法熔铸自身						
@@@@@@@ERR_ITEM_OP4@@@@@@@							
ERR_ITEM_STRENGTHEN_PERMISSION_DENIED	本角色未开放强化功能						
ERR_ITEM_STRENGTHEN_MAX	强化已达到最高等级				event:/voice/system/hint/tg/male/053	event:/voice/system/hint/tg/female/053	
ERR_ITEM_STRENGTHEN_DENY	该道具无法强化				event:/voice/system/hint/tg/male/052	event:/voice/system/hint/tg/female/052	
ERR_ITEM_STRENGTHEN_NO_TARGRT	请放入待强化的装备						
ERR_ITEM_STRENGTHEN_LACK_MATERIALS	请放入强化材料				event:/voice/system/hint/tg/male/021	event:/voice/system/hint/tg/female/021	
@@@@@@@ERR_ITEM_OP5@@@@@@@							
ERR_ITEM_ENCHANT_PERMISSION_DENIED	本角色未开放符咒加持功能						
ERR_ITEM_ENCHANT_WRONG_PART	该符咒无法加持此部位						
ERR_ITEM_ENCHANT_DENY	无法加持符咒				event:/voice/system/hint/tg/male/052	event:/voice/system/hint/tg/female/052	
@@@@@@@ERR_ITEM_USAGE@@@@@@@							
ERR_ITEM_SOCKET_PERMISSION_DENIED	本角色未开放镶嵌功能						
ERR_ITEM_NOT_GEM	该道具不是镶嵌材料						
ERR_ITEM_CANNOT_SOCKET_THRER	不能镶嵌到此处				event:/voice/system/hint/tg/male/056	event:/voice/system/hint/tg/female/056	
ERR_ITEM_SOCKET_NO_TARGRT	请放入待镶嵌的装备						
ERR_ITEM_CANNOT_BE_SOCKETTED	该道具无法镶嵌				event:/voice/system/hint/tg/male/052	event:/voice/system/hint/tg/female/052	
ERR_ITEM_INCOMPATIBLE_SOCKET	该嵌槽无法镶嵌此类材料						
ERR_ITEM_SOCKET_NO_QULIFICATION	未获得该镶嵌灵材				event:/voice/system/hint/tg/male/090	event:/voice/system/hint/tg/female/090	
ERR_ITEM_SOCKET_LV_OVER	该嵌材等级高于装备可镶嵌的最大等级						
ERR_ITEM_SOCKET_LV_MAX	该灵材已满级，无法继续获得经验						
@@@@@@@ERR_ITEM_OP6@@@@@@@							
ERR_ITEM_EXTRACT_PERMISSION_DENIED	本角色未开放提取功能						
ERR_ITEM_MATERIAL_PERMISSION_DENIED	本角色未开放炼化功能						
ERR_ITEM_EXTRACT_FIGHTING	战斗中不能提取						
ERR_ITEM_TRANSFER_FIGHTING	战斗中不能炼化						
ERR_ITEM_EXTRACT_DENY	该道具不可提取				event:/voice/system/hint/tg/male/066	event:/voice/system/hint/tg/female/066	
ERR_ITEM_EXTRACT_NO_MAT	该道具没有可提取物				event:/voice/system/hint/tg/male/066	event:/voice/system/hint/tg/female/066	
ERR_ITEM_MATERIAL_ITEM_EXCEED	材料已达上限				event:/voice/system/hint/tg/male/064	event:/voice/system/hint/tg/female/064	
ERR_ITEM_MATERIAL_BAG_EXCEED	材料包已达上限				event:/voice/system/hint/tg/male/064	event:/voice/system/hint/tg/female/064	
ERR_ITEM_MATERIAL_NOT_ENOUGH	材料不足				event:/voice/system/hint/tg/male/013	event:/voice/system/hint/tg/female/013	
ERR_ITEM_MATERIAL_NUM	材料数量错误						
ERR_ITEM_POCKET_POINT_LACK	剩余天赋点不足						
ERR_ITEM_POCKET_TALENT_LV_MAX	该天赋已达到最高等级						
ERR_ITEM_POCKET_POINT_CLEAR_FAIL	天赋洗点失败						
ERR_ITEM_ADD_GALAXY_TIMES_LIMIT	每个角色只能使用一次该道具						
@@@@@@@ERR_ITEM_CRAFT@@@@@@@							
ERR_ITEM_CRAFT_RECIPE_PERMISSION_DENIED	本角色未开放配方学习功能						
ERR_ITEM_CRAFT_PERMISSION_DENIED	本角色未开放制造功能						
ERR_ITEM_CRAFT_FIGHTING	战斗中无法制造						
ERR_ITEM_CRAFT_INVALID_RECIPE	无效的配方号				event:/voice/system/hint/tg/male/093	event:/voice/system/hint/tg/female/093	
ERR_ITEM_CRAFT_RECIPE_EXPIRED	仅活动时间内可烹饪						
ERR_ITEM_CRAFT_UNMASTERED_RECIPE	尚未习得该配方				event:/voice/system/hint/tg/male/058	event:/voice/system/hint/tg/female/058	
ERR_ITEM_CRAFT_LACK_ELE	缺少道具包原料						
ERR_ITEM_CRAFT_LACK_MATERIAL	缺少材料包原料				event:/voice/system/hint/tg/male/021	event:/voice/system/hint/tg/female/021	
ERR_ITEM_CRAFT_CD	配方冷却中				event:/voice/system/hint/tg/male/034	event:/voice/system/hint/tg/female/034	
ERR_ITEM_CRAFT_RIDING	骑乘中不能制造				event:/voice/system/hint/tg/male/060	event:/voice/system/hint/tg/female/060	
ERR_ITEM_CRAFT_INSUFFICIENT_VITALITY	活力不足						
ERR_ITEM_CRAFT_INSUFFICIENT_ENERGY	精力不足						
ERR_ITEM_CRAFT_LEVEL_RESTRICTION	等级不足				event:/voice/system/hint/tg/male/039	event:/voice/system/hint/tg/female/039	
ERR_ITEM_CRAFT_CAMP_RESTRICTION	阵营不符				event:/voice/system/hint/tg/male/080	event:/voice/system/hint/tg/female/080	
ERR_ITEM_CRAFT_STUDY_FAIL	配方领悟失败						
ERR_ITEM_CRAFT_FAIL	制作失败				event:/voice/system/hint/tg/male/077	event:/voice/system/hint/tg/female/077	
ERR_ITEM_CRAFT_COOK_PERMISSION_DENIED	本角色未开放烹饪功能						
ERR_ITEM_CRAFT_COOK_FULL	您已在饱食状态						
ERR_ITEM_CRAFT_COOK_LACK_ELE	缺少食材						
ERR_ITEM_CRAFT_COOK_ELEMENT_DISMATCH	烹饪材料与配方不匹配						
ERR_ITEM_CRAFT_COOK_INVALID_SCENE	此食谱无法在当前场景进行烹饪						
ERR_ITEM_CRAFT_COOK_HEARTH_SO_FAR	与灶台距离太远				event:/voice/system/hint/tg/male/003	event:/voice/system/hint/tg/female/003	
ERR_ITEM_CRAFT_COOK_TABLE_SO_FAR	与餐桌距离太远				event:/voice/system/hint/tg/male/003	event:/voice/system/hint/tg/female/003	
ERR_ITEM_CRAFT_COOK_UNMASTERED_RECIPE	并未领悟该菜谱				event:/voice/system/hint/tg/male/060	event:/voice/system/hint/tg/female/060	
ERR_ITEM_CRAFT_COOK_UNTASTE_PRODUCT	不存在该风味的产物						
ERR_ITEM_TABLE_COOK_NOT_TEAMMATE	没有权限使用该餐桌				event:/voice/system/hint/tg/male/084	event:/voice/system/hint/tg/female/084	
ERR_ITEM_TABLE_COOK_FULL_FOOD	餐桌已经放满食物了						
ERR_ITEM_TABLE_COOK_NOT_FULL_FOOD	菜还没有做好						
ERR_ITEM_TABLE_COOK_IS_EMPTY	菜已经吃完了						
ERR_ITEM_TABLE_COOK_HAS_ATE	您已经吃过这一桌菜了						
ERR_ITEM_CRAFT_PIGMENT_PERMISSION_DENIED	本角色未开放颜料制作功能						
ERR_ITEM_CRAFT_PIGMENT_LACK_ELE	缺少制作材料						
ERR_ITEM_MEDICINE_PERMISSION_DENIED	当前状态不可使用丹枢						
ERR_ITEM_MEDICINE_VALUE_EXCEED	丹枢已满，无法继续服饵						
ERR_ITEM_MEDICINE_VALUE_NOT_ENOUGH	剩余药力不足						
ERR_ITEM_MEDICINE_CAN_NOT_USE	当前状态无法使用						
ERR_ITEM_CRAFT_EQUIP_PROP_PACKAGE_LOCK	该装备该属性替换未解锁						
ERR_ITEM_INGREDIENT_NOT_EXCHANGE	该异珍无法转化						
@@@@@@@ERR_QUEST@@@@@@@							
ERR_COMBAT_PAGE_POINT_NOT_ENOUGH	剩余精修点不足						
ERR_COMBAT_CUR_SKILL_POINT_TOO_MUCH	当前技能可注入精修点不足						
ERR_QUEST_QID	委托ID错误						
ERR_QUEST_SLOT_FULL	无法增加委托						
ERR_QUEST_FULL	委托已满				event:/voice/system/hint/tg/male/082	event:/voice/system/hint/tg/female/082	
ERR_QUEST_FULL_DAILY	每日委托已满				event:/voice/system/hint/tg/male/082	event:/voice/system/hint/tg/female/082	
ERR_QUEST_ACCEPT_CONDI	委托接取条件不足				event:/voice/system/hint/tg/male/083	event:/voice/system/hint/tg/female/083	
ERR_QUEST_ACCEPT_ALREADY	已接委托不能再接				event:/voice/system/hint/tg/male/083	event:/voice/system/hint/tg/female/083	
ERR_QUEST_ACCEPT_FINISH	已完成委托不能再接				event:/voice/system/hint/tg/male/083	event:/voice/system/hint/tg/female/083	
ERR_QUEST_ACCEPT_LEVEL_MIN_NEAR	等级不足				event:/voice/system/hint/tg/male/039	event:/voice/system/hint/tg/female/039	
ERR_QUEST_ACCEPT_LEVEL_MIN	等级不足				event:/voice/system/hint/tg/male/039	event:/voice/system/hint/tg/female/039	
ERR_QUEST_ACCEPT_LEVEL_MAX	等级太高				event:/voice/system/hint/tg/male/074	event:/voice/system/hint/tg/female/074	
ERR_QUEST_ACCEPT_VOCATION	职业不符						
ERR_QUEST_ACCEPT_GENDER	性别不符						
ERR_QUEST_ACCEPT_CAMP	阵营不符						
ERR_QUEST_ACCEPT_REPUTATION	声望不足				event:/voice/system/hint/tg/male/037	event:/voice/system/hint/tg/female/037	
ERR_QUEST_ACCEPT_DAILY							
ERR_QUEST_ITEM_SLOT_NOT_ENOUGH	行囊空位不够				event:/voice/system/hint/tg/male/018	event:/voice/system/hint/tg/female/018	
ERR_QUEST_ITEM_DISCARD_FAILED	物品扣除失败						
ERR_QUEST_ITEM_MAX_OWN	物品已达数量上限				event:/voice/system/hint/tg/male/064	event:/voice/system/hint/tg/female/064	
ERR_QUEST_NOT_ACCEPT	委托未接						
ERR_QUEST_SUBMIT_SELECTION	请选择委托奖励				event:/voice/system/hint/tg/male/024	event:/voice/system/hint/tg/female/024	
ERR_QUEST_CANNOT_GIVEUP	委托不能放弃						
ERR_QUEST_CANNOT_SUBMIT	委托不能提交						
ERR_QUEST_CANNOT_ACCEPT	委托不能接取						
ERR_QUEST_SCRIPT							
ERR_QUEST_PERMISSION	没有委托权限						
ERR_COLLECT_ERROR	本角色未开放采集功能				event:/voice/system/hint/tg/male/065	event:/voice/system/hint/tg/female/065	
ERR_COLLECT_GROUP_ERROR	达到服务器组采集上限						
ERR_COLLECT_FAIL	不能采集						
ERR_COLLECT_ENERGY_NOT_ENOUGH	当前福泽值不足，无法进行采集						
ERR_FISHING_ENERGY_NOT_ENOUGH	当前福泽值不足，无法进行四海生金						
ERR_BAGAGE_ENERGY_NOT_ENOUGH	当前福泽值不足，无法打开材料包						
ERR_DIALOG_OUT_RANGE	距离太远，请靠近目标				event:/voice/system/hint/tg/male/003	event:/voice/system/hint/tg/female/003	
ERR_BIOGRAPHY_NOT_UNLOCK	列传没有解锁						
ERR_BIOGRAPHY_NOT_ACTIVATED	不是正在进行的列传						
ERR_BIOGRAPHY_HAS_ACTIVATED	已有正在进行的列传						
ERR_CHAPTER_REWARD_TAKEN	章节奖励已领						
ERR_CHAPTER_REPUTATION	声望不足						
ERR_CHAPTER_BIOGRAPHY	列传未完成						
ERR_CHAPTER_ACHIEVE	成就未完成						
ERR_CHAPTER_QUEST	任务未完成						
@@@@@@@ERR_GUILD@@@@@@@							
ERR_GUILD_CREATE_FAIL	盟会/战盟创建失败						
ERR_GUILD_EXIT_SUCCESS	退出盟会/战盟成功						
ERR_GUILD_APPLY_SENT_OK	盟会/战盟申请递交成功						
ERR_GUILD_SELF_IN_GUILD	你已有盟会/战盟						
ERR_GUILD_IS_CREATING	盟会正在创建中						
ERR_GUILD_SELF_LV_LIMIT	需要达到初窥10层才能加入盟会/战盟				event:/voice/system/hint/tg/male/074	event:/voice/system/hint/tg/female/074	
ERR_GUILD_CREATE_LV_LIMIT	创建盟会/战盟等级不足				event:/voice/system/hint/tg/male/074	event:/voice/system/hint/tg/female/074	
ERR_GUILD_CAMP_MATCH	玩家阵营与战盟阵营不匹配				event:/voice/system/hint/tg/male/080	event:/voice/system/hint/tg/female/080	
ERR_GUILD_HOBBY_LEAST_ONE	需要至少选择一项盟会玩法偏好						
ERR_GUILD_NAME_EXIST	盟会/战盟名称已存在						
ERR_GUILD_NAME_LENERR	盟会名称必须为2-8个汉字						
ERR_GUILD_PVP_NAME_LENERR	战盟名称必须为2-5个汉字						
ERR_GUILD_NAME_ALLCHINESE	盟会/战盟名称必须全部为中文字符						
ERR_GUILD_NAME_ILLEGAL	名称含有不建议使用的词汇						
ERR_GUILD_CREATE_MONEY	创建盟会/战盟所需银钱不足				event:/voice/system/hint/tg/male/022	event:/voice/system/hint/tg/female/022	
ERR_GUILD_TITLE_NAME_LENERR	职级名称必须为1-8个汉字						
ERR_GUILD_TITLE_NAME_ALLCHINESE	职级名称必须全部为中文字符						
ERR_GUILD_TITLE_NAME_ILLEGAL	职级名称含有不建议使用的词汇						
ERR_GUILD_TITLE_UNUSABLE	该职级当前不可用						
ERR_GUILD_MODIFY_TITLE_DATA	设置职级信息出错						
ERR_GUILD_TITLE_LEAST_NUM	最少需要存在2个职级						
ERR_GUILD_TITLE_HAS_MEMBER_UNUSABLE	含有成员的职级不能被取消						
ERR_GUILD_RECRUIT_LENERR	招募信息长度不符合要求						
ERR_GUILD_NOTICE_LENERR	公告长度不符合要求						
ERR_GUILD_MEMBER_MEMO_LENERR	成员备注长度不符合要求						
ERR_GUILD_NOT_EXIST	盟会/战盟不存在				event:/voice/system/hint/tg/male/078	event:/voice/system/hint/tg/female/078	
ERR_GUILD_MAX_PLAYERS	盟会/战盟满员						
ERR_GUILD_ASKED	目标已申请						
ERR_GUILD_NO_GUILD	没有盟会/战盟						
ERR_GUILD_NO_GUILD_PVP	没有战盟						
ERR_GUILD_NO_PRIVILEGE	没有权限				event:/voice/system/hint/tg/male/084	event:/voice/system/hint/tg/female/084	
ERR_GUILD_INVALID_PLAYER	角色不存在或者角色已经删除				event:/voice/system/hint/tg/male/093	event:/voice/system/hint/tg/female/093	
ERR_GUILD_NO_TARGET	目标不存在				event:/voice/system/hint/tg/male/078	event:/voice/system/hint/tg/female/078	
ERR_GUILD_TARGET_IN_GUILD	目标有盟会						
ERR_GUILD_TARGET_LV_LIMIT	目标需要达到初窥10层才能加入盟会				event:/voice/system/hint/tg/male/074	event:/voice/system/hint/tg/female/074	
ERR_GUILD_INVITE_LIMIT	邀请已达上限				event:/voice/system/hint/tg/male/064	event:/voice/system/hint/tg/female/064	
ERR_GUILD_TARGET_INVITED	已经邀请过目标						
ERR_GUILD_ASK_LIMIT	申请已达上限				event:/voice/system/hint/tg/male/064	event:/voice/system/hint/tg/female/064	
ERR_GUILD_NOT_ASKER	盟会/战盟申请已过期				event:/voice/system/hint/tg/male/076	event:/voice/system/hint/tg/female/076	
ERR_GUILD_INVITE_INVALID	盟会/战盟邀请已过期				event:/voice/system/hint/tg/male/076	event:/voice/system/hint/tg/female/076	
ERR_GUILD_LEADER_EXIT	会长不能离开						
ERR_GUILD_NO_SAME_GUILD	不是同一盟会/战盟						
ERR_GUILD_SET_LEADER_PRIVILEGE	不可更改会长权限						
ERR_GUILD_SET_PRIVILEGE_DATA	设置权限数据出错						
ERR_GUILD_ABILITY_INVALID	无效的天赋				event:/voice/system/hint/tg/male/093	event:/voice/system/hint/tg/female/093	
ERR_GUILD_ABILITY_UNACTIVATED	该天赋尚未激活						
ERR_GUILD_ABILITY_HAD_BUY	该天赋已经购买过						
ERR_GUILD_ABILITY_MAX_BUY	超过天赋持续生效时间上限，不可续时						
ERR_GUILD_VITALITY_DEFICIENCY	盟会令不足						
ERR_GUILD_ABILITY_SUPPORT_ONLY_VITALITY	只能对活跃天赋点赞						
ERR_GUILD_ABILITY_SUPPORT_EXISTED	已经对该天赋点赞						
ERR_GUILD_ABILITY_SUPPORT_NONE	还未对该天赋点赞						
ERR_GUILD_BANK_FILLED	仓库数目已达上限				event:/voice/system/hint/tg/male/064	event:/voice/system/hint/tg/female/064	
ERR_GUILD_NO_BANK_PRIVIL	没有仓库操作权限				event:/voice/system/hint/tg/male/084	event:/voice/system/hint/tg/female/084	
ERR_GUILD_NO_BANK_STORE	没有仓库存入权限				event:/voice/system/hint/tg/male/084	event:/voice/system/hint/tg/female/084	
ERR_GUILD_NO_BANK_RETRIEVE	没有仓库取出权限				event:/voice/system/hint/tg/male/084	event:/voice/system/hint/tg/female/084	
ERR_GUILD_BANK_LOCK	仓库已被锁定，请留意最新的官方公告						
ERR_GUILD_BANK_OUT_RANGE	距离仓库管理员过远				event:/voice/system/hint/tg/male/003	event:/voice/system/hint/tg/female/003	
ERR_GUILD_CREATE_OUT_RANGE	距离盟会管理员过远				event:/voice/system/hint/tg/male/003	event:/voice/system/hint/tg/female/003	
ERR_GUILD_HANDOVER_TITLE_INVALID	该成员对应职级不满足移交条件						
ERR_GUILD_HANDOVER_GOING	会长正在移交中						
ERR_GUILD_HANDOVER_NONE	不存在会长移交						
ERR_GUILD_HANDOVER_MAX_LV	对方未满级，无法移交会长						
ERR_GUILD_ACCUSE_NONE	当前未开启弹劾功能						
ERR_GUILD_ACCUSE_REPEAT	已弹劾会长						
ERR_GUILD_ACCUSE_TITLE	职级不满足弹劾条件						
ERR_GUILD_RECORD_NO_GROUP	盟会记录分组类型不存在						
ERR_GUILD_DAY_REPEAT_ENTER	玩家当天不可再次加入盟会/战盟						
ERR_GUILD_ASK_ENTER_DAY	入盟当天不可再次申请盟会/战盟						
ERR_GUILD_INVITE_OK_ENTER_DAY	入盟当天不可再次加入盟会/战盟						
ERR_GUILD_ASK_MAX_COUNT	已达当天最大申请数						
ERR_GUILD_QUEST_PROGRESS_NO_REACH	当前盟会任务未达到该进度						
ERR_GUILD_QUEST_REWARD_HAD_RECEIVE	已经领取过该盟会任务奖励						
ERR_GUILD_JOIN_PERMISSION_DENIED	本角色未开放加入盟会功能						
ERR_GUILD_EXIT_PERMISSION_DENIED	本角色未开放退出盟会功能						
ERR_GUILD_LEADER_PERMISSION_DENIED	本角色未开放盟会会长功能						
ERR_GUILD_SUMMON_FAILED	队伍中没有同盟会成员，无法使用						
ERR_GUILD_MEMBER_CHANGE_CAMP	盟会内有成员不符合阵营条件，无法更改盟会阵营						
ERR_GUILD_CHANGE_CAMP_REPET	必须选择不同的阵营						
ERR_GUILD_CHANGE_CAMP_LEGION	拥有战联时无法改变阵营						
ERR_GUILD_CHANGE_CAMP_HAVLAND	参与云海争霸时无法改变阵营						
ERR_GUILD_CHANGE_CAMP_REQUIRE	必须先转回中立才能操作						
ERR_GUILD_CHANGE_CAMP_NONE	阵营不允许转向秦陵之盟						
ERR_GUILD_RENAME_TIME	允许盟会/战盟更改名称的时间限制未到						
ERR_GUILD_CHANGE_CAMP_TIME	允许盟会更改阵营的时间限制未到						
ERR_GUILD_ADD_RELATION	添加盟会关系错误						
ERR_GUILD_OTHER_LEADER_NOLINE	对方会长不在线						
ERR_GUILD_OTHER_ISTARGET	已邀请过对方						
ERR_GUILD_ADD_RELATION_REP	关系已存在						
ERR_GUILD_RELATION_NOTFIND	没有找到盟会关系						
